"TF","HD_HCT116","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFYA","0.28200543448032306","0.28200543448032306","0.28200543448032306","Activated","247","viper","247","0.28200543448032306",NA,NA,"5","ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=918); GTEx--Coexpression(rank=1205); ARCHS4--Coexpression(rank=1607)","844","0.262699999999999989","ENCODE ChIP-seq,0.2627"
"ZNF263","0.28143326440756894","0.28143326440756894","0.28143326440756894","Activated","248","viper","248","0.28143326440756894",NA,NA,"6","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=64); Literature--ChIP-seq(rank=120); Enrichr--Queries(rank=807); ARCHS4--Coexpression(rank=870); GTEx--Coexpression(rank=1437)","472","0.127099999999999991","ENCODE ChIP-seq,0.1271"
"NFIC","-0.27299233627954367","-0.27299233627954367","0.27299233627954367","Repressed","249","viper","249","0.27299233627954367",NA,NA,"5","ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=147); GTEx--Coexpression(rank=303); ARCHS4--Coexpression(rank=396); Enrichr--Queries(rank=745)","663","0.188599999999999990","GTEx Coexpression,0.1886"
"RFX1","0.26674099140351892","0.26674099140351892","0.26674099140351892","Activated","250","viper","250","0.26674099140351892",NA,NA,"4","ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=1265); ARCHS4--Coexpression(rank=1318); GTEx--Coexpression(rank=1366)","1039","0.350200000000000011","ReMap ChIP-seq,0.3502"
"YY1","0.25546973115902444","0.25546973115902444","0.25546973115902444","Activated","251","viper","251","0.25546973115902444",NA,NA,"6","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=87); Literature--ChIP-seq(rank=137); ARCHS4--Coexpression(rank=649); GTEx--Coexpression(rank=1079); Enrichr--Queries(rank=1308)","917","0.292899999999999994","ReMap ChIP-seq,0.2929"
"KLF9","-0.24609735932624521","-0.24609735932624521","0.24609735932624521","Repressed","252","viper","252","0.24609735932624521",NA,NA,"4","ReMap--ChIP-seq(rank=30); Enrichr--Queries(rank=153); ARCHS4--Coexpression(rank=221); GTEx--Coexpression(rank=295)","385","0.101000000000000006","ReMap ChIP-seq,0.101"
"ZNF274","0.24203914664496859","0.24203914664496859","0.24203914664496859","Activated","253","viper","253","0.24203914664496859",NA,NA,"6","Enrichr--Queries(rank=57); ENCODE--ChIP-seq(rank=109); Literature--ChIP-seq(rank=163); ReMap--ChIP-seq(rank=238); ARCHS4--Coexpression(rank=687); GTEx--Coexpression(rank=1071)","173","0.040599999999999997","Enrichr Queries,0.0406"
"RUNX3","-0.23346520734086393","-0.23346520734086393","0.23346520734086393","Repressed","254","viper","254","0.23346520734086393",NA,NA,"5","ENCODE--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=260); Enrichr--Queries(rank=664); GTEx--Coexpression(rank=790); ARCHS4--Coexpression(rank=907)","1256","0.472899999999999987","Enrichr Queries,0.4729"
"IRF9","-0.12984242404695406","-0.12984242404695406","0.12984242404695406","Repressed","255","viper","255","0.12984242404695406",NA,NA,"4","ReMap--ChIP-seq(rank=234); GTEx--Coexpression(rank=263); ARCHS4--Coexpression(rank=285); Enrichr--Queries(rank=908)","594","0.163700000000000012","GTEx Coexpression,0.1637"
"SP2","-0.12480523698180349","-0.12480523698180349","0.12480523698180349","Repressed","256","viper","256","0.12480523698180349",NA,NA,"5","ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=762); Enrichr--Queries(rank=893); GTEx--Coexpression(rank=1131)","1034","0.347499999999999920","ENCODE ChIP-seq,0.3475"
"STAT4","-0.12124630325783677","-0.12124630325783677","0.12124630325783677","Repressed","257","viper","257","0.12124630325783677",NA,NA,"4","Literature--ChIP-seq(rank=117); Enrichr--Queries(rank=751); GTEx--Coexpression(rank=1010); ARCHS4--Coexpression(rank=1206)","1353","0.534900000000000042","Enrichr Queries,0.5349"
"PAX6","-0.10443089958009157","-0.10443089958009157","0.10443089958009157","Repressed","258","viper","258","0.10443089958009157",NA,NA,"5","Literature--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=649); Enrichr--Queries(rank=663); ARCHS4--Coexpression(rank=873)","1136","0.403899999999999981","GTEx Coexpression,0.4039"
"STAT3","0.09208533728704030","0.09208533728704030","0.09208533728704030","Activated","259","viper","259","0.09208533728704030",NA,NA,"6","Literature--ChIP-seq(rank=23); ENCODE--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=139); GTEx--Coexpression(rank=396); ARCHS4--Coexpression(rank=643); Enrichr--Queries(rank=889)","517","0.140199999999999991","Literature ChIP-seq,0.1402"
"LEF1","0.09136086576737752","0.09136086576737752","0.09136086576737752","Activated","260","viper","260","0.09136086576737752",NA,NA,"4","ReMap--ChIP-seq(rank=268); ARCHS4--Coexpression(rank=319); Enrichr--Queries(rank=332); GTEx--Coexpression(rank=942)","681","0.195899999999999991","ARCHS4 Coexpression,0.1959"
"FOSL1","0.08896972081338013","0.08896972081338013","0.08896972081338013","Activated","261","viper","261","0.08896972081338013",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=22); ReMap--ChIP-seq(rank=55); Enrichr--Queries(rank=116); GTEx--Coexpression(rank=488)","52","0.013509999999999999","ARCHS4 Coexpression,0.01351"
"RFX2","-0.07493310424344068","-0.07493310424344068","0.07493310424344068","Repressed","262","viper","262","0.07493310424344068",NA,NA,"4","Enrichr--Queries(rank=107); ReMap--ChIP-seq(rank=175); ARCHS4--Coexpression(rank=604); GTEx--Coexpression(rank=1534)","311","0.076210000000000000","Enrichr Queries,0.07621"
"MYB","0.06613760689654198","0.06613760689654198","0.06613760689654198","Activated","263","viper","263","0.06613760689654198",NA,NA,"6","Literature--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=108); GTEx--Coexpression(rank=119); ARCHS4--Coexpression(rank=191); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=297)","304","0.074050000000000005","GTEx Coexpression,0.07405"
"ZBTB11","0.05040302325432967","0.05040302325432967","0.05040302325432967","Activated","264","viper","264","0.05040302325432967",NA,NA,"4","ReMap--ChIP-seq(rank=177); Enrichr--Queries(rank=1336); GTEx--Coexpression(rank=1399); ARCHS4--Coexpression(rank=1522)","1420","0.595999999999999974","ReMap ChIP-seq,0.596"
"KLF1","0.02013997235745517","0.02013997235745517","0.02013997235745517","Activated","265","viper","265","0.02013997235745517",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=353); Enrichr--Queries(rank=466); GTEx--Coexpression(rank=1550)","729","0.216799999999999993","ARCHS4 Coexpression,0.2168"
"CUX1","-0.01429022437443934","-0.01429022437443934","0.01429022437443934","Repressed","266","viper","266","0.01429022437443934",NA,NA,"6","ReMap--ChIP-seq(rank=52); ENCODE--ChIP-seq(rank=86); Literature--ChIP-seq(rank=116); GTEx--Coexpression(rank=466); Enrichr--Queries(rank=698); ARCHS4--Coexpression(rank=1231)","625","0.175100000000000006","ReMap ChIP-seq,0.1751"
"TEAD2","-0.01342326967990900","-0.01342326967990900","0.01342326967990900","Repressed","267","viper","267","0.01342326967990900",NA,NA,"4","ARCHS4--Coexpression(rank=98); GTEx--Coexpression(rank=112); ReMap--ChIP-seq(rank=221); Enrichr--Queries(rank=454)","255","0.060199999999999997","ARCHS4 Coexpression,0.0602"
