"TF","MD_SW480","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F1","1.1130981311895169483","1.1130981311895169483","1.1130981311895169483","Activated","155","viper","155","1.1130981311895169483",NA,NA,"6","Literature--ChIP-seq(rank=79); ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=261); Enrichr--Queries(rank=1352); GTEx--Coexpression(rank=1355); ARCHS4--Coexpression(rank=1568)","1168","0.48170000000000002","Literature ChIP-seq,0.4817"
"ATF2","-1.1008819288495208522","-1.1008819288495208522","1.1008819288495208522","Repressed","156","viper","156","1.1008819288495208522",NA,NA,"5","ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=270); GTEx--Coexpression(rank=1137); ARCHS4--Coexpression(rank=1281); Enrichr--Queries(rank=1320)","1477","0.70750000000000002","GTEx Coexpression,0.7075"
"ZFX","-1.0984308603615025035","-1.0984308603615025035","1.0984308603615025035","Repressed","157","viper","157","1.0984308603615025035",NA,NA,"5","Literature--ChIP-seq(rank=158); ReMap--ChIP-seq(rank=278); Enrichr--Queries(rank=1353); GTEx--Coexpression(rank=1353); ARCHS4--Coexpression(rank=1526)","1579","0.84189999999999998","GTEx Coexpression,0.8419"
"NR5A2","1.0973000118129978553","1.0973000118129978553","1.0973000118129978553","Activated","158","viper","158","1.0973000118129978553",NA,NA,"4","ReMap--ChIP-seq(rank=53); Enrichr--Queries(rank=172); GTEx--Coexpression(rank=403); ARCHS4--Coexpression(rank=576)","443","0.12250000000000000","Enrichr Queries,0.1225"
"RELB","1.0725236598075513772","1.0725236598075513772","1.0725236598075513772","Activated","159","viper","159","1.0725236598075513772",NA,NA,"4","ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=279); ARCHS4--Coexpression(rank=477); GTEx--Coexpression(rank=526)","636","0.19869999999999999","Enrichr Queries,0.1987"
"EGR1","1.0548294495171306462","1.0548294495171306462","1.0548294495171306462","Activated","160","viper","160","1.0548294495171306462",NA,NA,"6","Literature--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=402); GTEx--Coexpression(rank=678); ARCHS4--Coexpression(rank=866)","679","0.21950000000000000","Literature ChIP-seq,0.2195"
"ETV1","1.0469154653701351343","1.0469154653701351343","1.0469154653701351343","Activated","161","viper","161","1.0469154653701351343",NA,NA,"4","Enrichr--Queries(rank=41); GTEx--Coexpression(rank=85); ARCHS4--Coexpression(rank=130); ReMap--ChIP-seq(rank=213)","127","0.02920000000000000","Enrichr Queries,0.0292"
"FOS","1.0238793261282352898","1.0238793261282352898","1.0238793261282352898","Activated","162","viper","162","1.0238793261282352898",NA,NA,"5","ReMap--ChIP-seq(rank=15); ENCODE--ChIP-seq(rank=58); Enrichr--Queries(rank=603); GTEx--Coexpression(rank=754); ARCHS4--Coexpression(rank=970)","214","0.05051000000000000","ReMap ChIP-seq,0.05051"
"SNAPC4","-1.0223502770348391611","-1.0223502770348391611","1.0223502770348391611","Repressed","163","viper","163","1.0223502770348391611",NA,NA,"4","ReMap--ChIP-seq(rank=115); GTEx--Coexpression(rank=1086); Enrichr--Queries(rank=1169); ARCHS4--Coexpression(rank=1525)","1011","0.38719999999999999","ReMap ChIP-seq,0.3872"
"TWIST1","-1.0191686838624709477","-1.0191686838624709477","1.0191686838624709477","Repressed","164","viper","164","1.0191686838624709477",NA,NA,"4","ARCHS4--Coexpression(rank=10); GTEx--Coexpression(rank=29); ReMap--ChIP-seq(rank=44); Enrichr--Queries(rank=53)","27","0.00614300000000000","ARCHS4 Coexpression,0.006143"
"FOSL1","1.0083119645908515949","1.0083119645908515949","1.0083119645908515949","Activated","165","viper","165","1.0083119645908515949",NA,NA,"5","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=609); GTEx--Coexpression(rank=648); Enrichr--Queries(rank=653)","313","0.08081000000000001","ReMap ChIP-seq,0.08081"
"EPAS1","0.9976794474263572798","0.9976794474263572798","0.9976794474263572798","Activated","166","viper","166","0.9976794474263572798",NA,NA,"4","ReMap--ChIP-seq(rank=126); GTEx--Coexpression(rank=153); ARCHS4--Coexpression(rank=215); Enrichr--Queries(rank=297)","363","0.09521000000000000","GTEx Coexpression,0.09521"
"BHLHE22","-0.9942880294440531452","-0.9942880294440531452","0.9942880294440531452","Repressed","167","viper","167","0.9942880294440531452",NA,NA,"3","GTEx--Coexpression(rank=16); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=80)","43","0.00995600000000000","GTEx Coexpression,0.009956"
"MITF","0.9858840517846456653","0.9858840517846456653","0.9858840517846456653","Activated","168","viper","168","0.9858840517846456653",NA,NA,"5","Literature--ChIP-seq(rank=40); Enrichr--Queries(rank=88); ReMap--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=376); GTEx--Coexpression(rank=726)","258","0.06268000000000000","Enrichr Queries,0.06268"
"BACH1","-0.9657891677799825825","-0.9657891677799825825","0.9657891677799825825","Repressed","169","viper","169","0.9657891677799825825",NA,NA,"6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=412); Enrichr--Queries(rank=828); GTEx--Coexpression(rank=1388)","185","0.04268000000000000","Literature ChIP-seq,0.04268"
"FOXL2","-0.9464470916210435680","-0.9464470916210435680","0.9464470916210435680","Repressed","170","viper","170","0.9464470916210435680",NA,NA,"3","Enrichr--Queries(rank=71); GTEx--Coexpression(rank=315); ARCHS4--Coexpression(rank=686)","215","0.05057000000000000","Enrichr Queries,0.05057"
"THAP11","0.9287522759835997732","0.9287522759835997732","0.9287522759835997732","Activated","171","viper","171","0.9287522759835997732",NA,NA,"5","ReMap--ChIP-seq(rank=110); Literature--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=1038); GTEx--Coexpression(rank=1231); Enrichr--Queries(rank=1375)","978","0.37040000000000001","ReMap ChIP-seq,0.3704"
"CREB3","0.9254219450838515604","0.9254219450838515604","0.9254219450838515604","Activated","172","viper","172","0.9254219450838515604",NA,NA,"4","ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=1050); GTEx--Coexpression(rank=1285); ARCHS4--Coexpression(rank=1457)","887","0.31990000000000002","ReMap ChIP-seq,0.3199"
"PPARA","0.9153043620054431839","0.9153043620054431839","0.9153043620054431839","Activated","173","viper","173","0.9153043620054431839",NA,NA,"3","Enrichr--Queries(rank=468); ARCHS4--Coexpression(rank=507); GTEx--Coexpression(rank=839)","871","0.31140000000000001","ARCHS4 Coexpression,0.3114"
"GATA4","-0.8967083725819715578","-0.8967083725819715578","0.8967083725819715578","Repressed","174","viper","174","0.8967083725819715578",NA,NA,"5","Literature--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=128); ARCHS4--Coexpression(rank=183); Enrichr--Queries(rank=353); GTEx--Coexpression(rank=493)","408","0.11240000000000000","ARCHS4 Coexpression,0.1124"
"E2F6","0.8958932499436291774","0.8958932499436291774","0.8958932499436291774","Activated","175","viper","175","0.8958932499436291774",NA,NA,"5","ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=800); Enrichr--Queries(rank=1002); GTEx--Coexpression(rank=1050)","1122","0.44919999999999999","ENCODE ChIP-seq,0.4492"
"STAT6","-0.8930357884616938469","-0.8930357884616938469","0.8930357884616938469","Repressed","176","viper","176","0.8930357884616938469",NA,NA,"4","Literature--ChIP-seq(rank=22); ARCHS4--Coexpression(rank=346); Enrichr--Queries(rank=512); GTEx--Coexpression(rank=615)","478","0.13410000000000000","Literature ChIP-seq,0.1341"
"TFAP4","0.8893789687462346771","0.8893789687462346771","0.8893789687462346771","Activated","177","viper","177","0.8893789687462346771",NA,NA,"4","ReMap--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=379); GTEx--Coexpression(rank=1196); Enrichr--Queries(rank=1276)","706","0.23280000000000001","ARCHS4 Coexpression,0.2328"
"NFKB1","0.8863607316707986516","0.8863607316707986516","0.8863607316707986516","Activated","178","viper","178","0.8863607316707986516",NA,NA,"4","ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=541); Enrichr--Queries(rank=837); GTEx--Coexpression(rank=923)","913","0.33229999999999998","ARCHS4 Coexpression,0.3323"
"E2F3","0.8768000451669328843","0.8768000451669328843","0.8768000451669328843","Activated","179","viper","179","0.8768000451669328843",NA,NA,"3","GTEx--Coexpression(rank=805); Enrichr--Queries(rank=1262); ARCHS4--Coexpression(rank=1501)","1197","0.50090000000000001","GTEx Coexpression,0.5009"
"RARA","-0.8691137203726106986","-0.8691137203726106986","0.8691137203726106986","Repressed","180","viper","180","0.8691137203726106986",NA,NA,"5","ReMap--ChIP-seq(rank=75); Literature--ChIP-seq(rank=133); GTEx--Coexpression(rank=297); ARCHS4--Coexpression(rank=433); Enrichr--Queries(rank=951)","600","0.18479999999999999","GTEx Coexpression,0.1848"
"ATF6","-0.8659639653464715758","-0.8659639653464715758","0.8659639653464715758","Repressed","181","viper","181","0.8659639653464715758",NA,NA,"3","ARCHS4--Coexpression(rank=749); GTEx--Coexpression(rank=760); Enrichr--Queries(rank=937)","1139","0.46010000000000001","ARCHS4 Coexpression,0.4601"
"E2F2","0.8650750700303665441","0.8650750700303665441","0.8650750700303665441","Activated","182","viper","182","0.8650750700303665441",NA,NA,"3","GTEx--Coexpression(rank=666); ARCHS4--Coexpression(rank=1300); Enrichr--Queries(rank=1337)","1058","0.41439999999999999","GTEx Coexpression,0.4144"
"SOX6","0.8583564011118257620","0.8583564011118257620","0.8583564011118257620","Activated","183","viper","183","0.8583564011118257620",NA,NA,"4","Enrichr--Queries(rank=140); ReMap--ChIP-seq(rank=175); ARCHS4--Coexpression(rank=615); GTEx--Coexpression(rank=1004)","381","0.09972000000000000","Enrichr Queries,0.09972"
"TAL1","0.8347283797866283939","0.8347283797866283939","0.8347283797866283939","Activated","184","viper","184","0.8347283797866283939",NA,NA,"6","ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=85); ARCHS4--Coexpression(rank=309); GTEx--Coexpression(rank=359); Enrichr--Queries(rank=559)","614","0.18980000000000000","ARCHS4 Coexpression,0.1898"
"OTX2","0.8345599206735044850","0.8345599206735044850","0.8345599206735044850","Activated","185","viper","185","0.8345599206735044850",NA,NA,"4","ReMap--ChIP-seq(rank=72); GTEx--Coexpression(rank=248); Enrichr--Queries(rank=573); ARCHS4--Coexpression(rank=1053)","529","0.15429999999999999","GTEx Coexpression,0.1543"
"ZKSCAN1","0.8084056631102006785","0.8084056631102006785","0.8084056631102006785","Activated","186","viper","186","0.8084056631102006785",NA,NA,"5","ENCODE--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=528); GTEx--Coexpression(rank=814); Enrichr--Queries(rank=1107)","606","0.18640000000000001","ENCODE ChIP-seq,0.1864"
"YY1","-0.8039679497587781665","-0.8039679497587781665","0.8039679497587781665","Repressed","187","viper","187","0.8039679497587781665",NA,NA,"6","ENCODE--ChIP-seq(rank=101); Literature--ChIP-seq(rank=144); ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=602); Enrichr--Queries(rank=1299); ARCHS4--Coexpression(rank=1471)","988","0.37459999999999999","GTEx Coexpression,0.3746"
"ETS1","0.7997704588220859723","0.7997704588220859723","0.7997704588220859723","Activated","188","viper","188","0.7997704588220859723",NA,NA,"6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=161); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=221); Enrichr--Queries(rank=275); ARCHS4--Coexpression(rank=308)","485","0.13750000000000001","GTEx Coexpression,0.1375"
"CDX2","0.7808462897335886055","0.7808462897335886055","0.7808462897335886055","Activated","189","viper","189","0.7808462897335886055",NA,NA,"5","Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=159); GTEx--Coexpression(rank=336); Enrichr--Queries(rank=693)","373","0.09767000000000001","ARCHS4 Coexpression,0.09767"
"ESR2","0.7770315532126816915","0.7770315532126816915","0.7770315532126816915","Activated","190","viper","190","0.7770315532126816915",NA,NA,"5","ReMap--ChIP-seq(rank=51); Literature--ChIP-seq(rank=83); Enrichr--Queries(rank=632); ARCHS4--Coexpression(rank=650); GTEx--Coexpression(rank=1047)","569","0.17169999999999999","ReMap ChIP-seq,0.1717"
"BHLHE40","-0.7673389538558538225","-0.7673389538558538225","0.7673389538558538225","Repressed","191","viper","191","0.7673389538558538225",NA,NA,"4","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=165); GTEx--Coexpression(rank=820); ARCHS4--Coexpression(rank=825)","1209","0.50680000000000003","ARCHS4 Coexpression,0.5068"
"CREB3L1","0.7549570849194136013","0.7549570849194136013","0.7549570849194136013","Activated","192","viper","192","0.7549570849194136013",NA,NA,"4","ARCHS4--Coexpression(rank=36); Enrichr--Queries(rank=106); ReMap--ChIP-seq(rank=158); GTEx--Coexpression(rank=537)","95","0.02211000000000000","ARCHS4 Coexpression,0.02211"
"GATA1","0.7350767338272298224","0.7350767338272298224","0.7350767338272298224","Activated","193","viper","193","0.7350767338272298224",NA,NA,"6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=181); ARCHS4--Coexpression(rank=526); GTEx--Coexpression(rank=667); Enrichr--Queries(rank=821)","524","0.15240000000000001","Literature ChIP-seq,0.1524"
"KLF4","0.7283258952554290122","0.7283258952554290122","0.7283258952554290122","Activated","194","viper","194","0.7283258952554290122",NA,NA,"5","Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=145); GTEx--Coexpression(rank=283); Enrichr--Queries(rank=331); ARCHS4--Coexpression(rank=349)","579","0.17610000000000001","GTEx Coexpression,0.1761"
"RFX5","-0.7125805957342021824","-0.7125805957342021824","0.7125805957342021824","Repressed","195","viper","195","0.7125805957342021824",NA,NA,"5","ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=139); GTEx--Coexpression(rank=732); Enrichr--Queries(rank=843); ARCHS4--Coexpression(rank=1303)","772","0.26269999999999999","ENCODE ChIP-seq,0.2627"
"PAX6","-0.7088316516536363743","-0.7088316516536363743","0.7088316516536363743","Repressed","196","viper","196","0.7088316516536363743",NA,NA,"5","GTEx--Coexpression(rank=40); Enrichr--Queries(rank=60); Literature--ChIP-seq(rank=121); ReMap--ChIP-seq(rank=264); ARCHS4--Coexpression(rank=386)","107","0.02489000000000000","GTEx Coexpression,0.02489"
"ELF5","-0.6949162652880069846","-0.6949162652880069846","0.6949162652880069846","Repressed","197","viper","197","0.6949162652880069846",NA,NA,"5","Literature--ChIP-seq(rank=109); Enrichr--Queries(rank=153); ReMap--ChIP-seq(rank=215); ARCHS4--Coexpression(rank=260); GTEx--Coexpression(rank=357)","401","0.10900000000000000","Enrichr Queries,0.109"
"CREM","0.6838892725004773743","0.6838892725004773743","0.6838892725004773743","Activated","198","viper","198","0.6838892725004773743",NA,NA,"5","Literature--ChIP-seq(rank=157); ReMap--ChIP-seq(rank=245); Enrichr--Queries(rank=737); ARCHS4--Coexpression(rank=1022); GTEx--Coexpression(rank=1455)","1233","0.52490000000000003","Enrichr Queries,0.5249"
"FLI1","-0.6758363792962497341","-0.6758363792962497341","0.6758363792962497341","Repressed","199","viper","199","0.6758363792962497341",NA,NA,"6","ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=123); Literature--ChIP-seq(rank=147); ARCHS4--Coexpression(rank=174); GTEx--Coexpression(rank=227); Enrichr--Queries(rank=354)","397","0.10690000000000000","ARCHS4 Coexpression,0.1069"
"GATA2","-0.6757362507168701571","-0.6757362507168701571","0.6757362507168701571","Repressed","200","viper","200","0.6757362507168701571",NA,NA,"6","ENCODE--ChIP-seq(rank=23); Literature--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=430); Enrichr--Queries(rank=471); ARCHS4--Coexpression(rank=807)","626","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"WT1","0.6750030059606173527","0.6750030059606173527","0.6750030059606173527","Activated","201","viper","201","0.6750030059606173527",NA,NA,"4","Literature--ChIP-seq(rank=4); Enrichr--Queries(rank=157); GTEx--Coexpression(rank=329); ARCHS4--Coexpression(rank=384)","105","0.02439000000000000","Literature ChIP-seq,0.02439"
"NR3C1","0.6730145265061688864","0.6730145265061688864","0.6730145265061688864","Activated","202","viper","202","0.6730145265061688864",NA,NA,"6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=197); ARCHS4--Coexpression(rank=631); Enrichr--Queries(rank=648); GTEx--Coexpression(rank=1176)","461","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"ERG","0.6675655283199990464","0.6675655283199990464","0.6675655283199990464","Activated","203","viper","203","0.6675655283199990464",NA,NA,"5","Literature--ChIP-seq(rank=48); GTEx--Coexpression(rank=128); ARCHS4--Coexpression(rank=165); ReMap--ChIP-seq(rank=199); Enrichr--Queries(rank=292)","310","0.07965000000000000","GTEx Coexpression,0.07965"
"ETV4","0.6632471357955481706","0.6632471357955481706","0.6632471357955481706","Activated","204","viper","204","0.6632471357955481706",NA,NA,"4","ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=444); ARCHS4--Coexpression(rank=1124); GTEx--Coexpression(rank=1259)","877","0.31619999999999998","Enrichr Queries,0.3162"
"RELA","0.6556957080458067910","0.6556957080458067910","0.6556957080458067910","Activated","205","viper","205","0.6556957080458067910",NA,NA,"6","Literature--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=234); GTEx--Coexpression(rank=517); Enrichr--Queries(rank=1012); ARCHS4--Coexpression(rank=1162)","567","0.17069999999999999","Literature ChIP-seq,0.1707"
"ZBED1","0.6457408358745482246","0.6457408358745482246","0.6457408358745482246","Activated","206","viper","206","0.6457408358745482246",NA,NA,"4","ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=725); GTEx--Coexpression(rank=1053); ARCHS4--Coexpression(rank=1406)","1219","0.51639999999999997","Enrichr Queries,0.5164"
"MYB","-0.6397806415162514693","-0.6397806415162514693","0.6397806415162514693","Repressed","207","viper","207","0.6397806415162514693",NA,NA,"6","ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=82); Literature--ChIP-seq(rank=125); GTEx--Coexpression(rank=509); ARCHS4--Coexpression(rank=629); Enrichr--Queries(rank=954)","800","0.27610000000000001","ReMap ChIP-seq,0.2761"
"NFATC2","-0.6367909758817633659","-0.6367909758817633659","0.6367909758817633659","Repressed","208","viper","208","0.6367909758817633659",NA,NA,"3","ARCHS4--Coexpression(rank=135); Enrichr--Queries(rank=222); GTEx--Coexpression(rank=280)","319","0.08291999999999999","ARCHS4 Coexpression,0.08292"
"ZNF639","0.6306225427788522131","0.6306225427788522131","0.6306225427788522131","Activated","209","viper","209","0.6306225427788522131",NA,NA,"4","ReMap--ChIP-seq(rank=184); ARCHS4--Coexpression(rank=612); GTEx--Coexpression(rank=871); Enrichr--Queries(rank=1371)","990","0.37590000000000001","ARCHS4 Coexpression,0.3759"
"EHF","-0.5918218256051102077","-0.5918218256051102077","0.5918218256051102077","Repressed","210","viper","210","0.5918218256051102077",NA,NA,"4","ReMap--ChIP-seq(rank=45); Enrichr--Queries(rank=70); ARCHS4--Coexpression(rank=87); GTEx--Coexpression(rank=677)","212","0.04986000000000000","Enrichr Queries,0.04986"
"PGR","0.5801898142139630954","0.5801898142139630954","0.5801898142139630954","Activated","211","viper","211","0.5801898142139630954",NA,NA,"4","GTEx--Coexpression(rank=9); ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=240); ARCHS4--Coexpression(rank=336)","24","0.00560000000000000","GTEx Coexpression,0.0056"
"SNAI2","0.5678451455017611282","0.5678451455017611282","0.5678451455017611282","Activated","212","viper","212","0.5678451455017611282",NA,NA,"4","ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=46); ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=257)","46","0.01044000000000000","ARCHS4 Coexpression,0.01044"
"SMAD5","-0.5572931262490740112","-0.5572931262490740112","0.5572931262490740112","Repressed","213","viper","213","0.5572931262490740112",NA,NA,"4","ReMap--ChIP-seq(rank=288); ARCHS4--Coexpression(rank=598); GTEx--Coexpression(rank=1178); Enrichr--Queries(rank=1201)","972","0.36730000000000002","ARCHS4 Coexpression,0.3673"
"TFDP1","0.5514323654873055647","0.5514323654873055647","0.5514323654873055647","Activated","214","viper","214","0.5514323654873055647",NA,NA,"4","ReMap--ChIP-seq(rank=289); Enrichr--Queries(rank=1347); ARCHS4--Coexpression(rank=1595); GTEx--Coexpression(rank=1605)","1630","0.95940000000000003","Enrichr Queries,0.9594"
"AR","0.5357887812334827249","0.5357887812334827249","0.5357887812334827249","Activated","215","viper","215","0.5357887812334827249",NA,NA,"5","Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=45); ARCHS4--Coexpression(rank=549); GTEx--Coexpression(rank=636)","141","0.03205000000000000","Enrichr Queries,0.03205"
"MXI1","-0.5347668536352512270","-0.5347668536352512270","0.5347668536352512270","Repressed","216","viper","216","0.5347668536352512270",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=424); ARCHS4--Coexpression(rank=514); Enrichr--Queries(rank=796)","773","0.26379999999999998","GTEx Coexpression,0.2638"
"TP73","0.5319298071634610547","0.5319298071634610547","0.5319298071634610547","Activated","217","viper","217","0.5319298071634610547",NA,NA,"3","GTEx--Coexpression(rank=540); ARCHS4--Coexpression(rank=753); Enrichr--Queries(rank=900)","920","0.33600000000000002","GTEx Coexpression,0.336"
"ELK4","-0.5292298328503375338","-0.5292298328503375338","0.5292298328503375338","Repressed","218","viper","218","0.5292298328503375338",NA,NA,"5","ENCODE--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=266); GTEx--Coexpression(rank=817); Enrichr--Queries(rank=1186); ARCHS4--Coexpression(rank=1226)","1210","0.50839999999999996","GTEx Coexpression,0.5084"
"NEUROD1","0.5263815324391326600","0.5263815324391326600","0.5263815324391326600","Activated","219","viper","219","0.5263815324391326600",NA,NA,"4","ReMap--ChIP-seq(rank=79); GTEx--Coexpression(rank=87); ARCHS4--Coexpression(rank=397); Enrichr--Queries(rank=499)","227","0.05414000000000000","GTEx Coexpression,0.05414"
"NFIC","-0.5181063524145165244","-0.5181063524145165244","0.5181063524145165244","Repressed","220","viper","220","0.5181063524145165244",NA,NA,"5","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=73); Enrichr--Queries(rank=738); GTEx--Coexpression(rank=881); ARCHS4--Coexpression(rank=903)","216","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"CEBPB","0.5090594821940596093","0.5090594821940596093","0.5090594821940596093","Activated","221","viper","221","0.5090594821940596093",NA,NA,"6","ENCODE--ChIP-seq(rank=20); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=118); GTEx--Coexpression(rank=519); ARCHS4--Coexpression(rank=540); Enrichr--Queries(rank=620)","563","0.16950000000000001","ENCODE ChIP-seq,0.1695"
"TFAP2A","0.4953576483568663535","0.4953576483568663535","0.4953576483568663535","Activated","222","viper","222","0.4953576483568663535",NA,NA,"6","ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=274); GTEx--Coexpression(rank=335); ARCHS4--Coexpression(rank=632)","628","0.19520000000000001","Enrichr Queries,0.1952"
"ZNF740","0.4880377804720986146","0.4880377804720986146","0.4880377804720986146","Activated","223","viper","223","0.4880377804720986146",NA,NA,"4","ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=1311); GTEx--Coexpression(rank=1530); ARCHS4--Coexpression(rank=1546)","1345","0.59260000000000002","ReMap ChIP-seq,0.5926"
"MNT","-0.4688305316508060705","-0.4688305316508060705","0.4688305316508060705","Repressed","224","viper","224","0.4688305316508060705",NA,NA,"4","ReMap--ChIP-seq(rank=206); GTEx--Coexpression(rank=705); Enrichr--Queries(rank=988); ARCHS4--Coexpression(rank=1018)","1094","0.43869999999999998","GTEx Coexpression,0.4387"
"KLF9","-0.4645586838762829629","-0.4645586838762829629","0.4645586838762829629","Repressed","225","viper","225","0.4645586838762829629",NA,NA,"4","ReMap--ChIP-seq(rank=64); ARCHS4--Coexpression(rank=258); GTEx--Coexpression(rank=630); Enrichr--Queries(rank=634)","537","0.15850000000000000","ARCHS4 Coexpression,0.1585"
"MAF","0.4557385688046227679","0.4557385688046227679","0.4557385688046227679","Activated","226","viper","226","0.4557385688046227679",NA,NA,"4","ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=190); GTEx--Coexpression(rank=236); ARCHS4--Coexpression(rank=844)","480","0.13530000000000000","Enrichr Queries,0.1353"
"POU2F1","0.4526275139714381335","0.4526275139714381335","0.4526275139714381335","Activated","227","viper","227","0.4526275139714381335",NA,NA,"4","ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=490); GTEx--Coexpression(rank=616); Enrichr--Queries(rank=1039)","849","0.30099999999999999","ARCHS4 Coexpression,0.301"
"ZBTB33","0.4441513620854921629","0.4441513620854921629","0.4441513620854921629","Activated","228","viper","228","0.4441513620854921629",NA,NA,"5","ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=259); GTEx--Coexpression(rank=497); Enrichr--Queries(rank=1308); ARCHS4--Coexpression(rank=1448)","866","0.30930000000000002","GTEx Coexpression,0.3093"
"ATF1","0.4431046857496341862","0.4431046857496341862","0.4431046857496341862","Activated","229","viper","229","0.4431046857496341862",NA,NA,"5","ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=178); ARCHS4--Coexpression(rank=466); GTEx--Coexpression(rank=1210); Enrichr--Queries(rank=1324)","822","0.28620000000000001","ARCHS4 Coexpression,0.2862"
"MAX","0.4360703416978118918","0.4360703416978118918","0.4360703416978118918","Activated","230","viper","230","0.4360703416978118918",NA,NA,"5","ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=169); ARCHS4--Coexpression(rank=449); GTEx--Coexpression(rank=514); Enrichr--Queries(rank=1158)","799","0.27579999999999999","ARCHS4 Coexpression,0.2758"
"MBD2","0.4316463799093798182","0.4316463799093798182","0.4316463799093798182","Activated","231","viper","231","0.4316463799093798182",NA,NA,"4","ReMap--ChIP-seq(rank=17); GTEx--Coexpression(rank=965); Enrichr--Queries(rank=1135); ARCHS4--Coexpression(rank=1174)","239","0.05724000000000000","ReMap ChIP-seq,0.05724"
"MEF2B","-0.4053566166254978786","-0.4053566166254978786","0.4053566166254978786","Repressed","232","viper","232","0.4053566166254978786",NA,NA,"4","ReMap--ChIP-seq(rank=170); Enrichr--Queries(rank=505); GTEx--Coexpression(rank=523); ARCHS4--Coexpression(rank=874)","899","0.32550000000000001","GTEx Coexpression,0.3255"
"CREB1","-0.3850198367532481902","-0.3850198367532481902","0.3850198367532481902","Repressed","233","viper","233","0.3850198367532481902",NA,NA,"6","ENCODE--ChIP-seq(rank=88); Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=226); Enrichr--Queries(rank=1251); GTEx--Coexpression(rank=1304); ARCHS4--Coexpression(rank=1431)","1515","0.74580000000000002","ENCODE ChIP-seq,0.7458"
