"TF","HD_SW480","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFE2L2","0.969712886470143753","0.969712886470143753","0.969712886470143753","Activated","160","viper","160","0.969712886470143753",NA,NA,"5","Literature--ChIP-seq(rank=22); ARCHS4--Coexpression(rank=45); GTEx--Coexpression(rank=70); ReMap--ChIP-seq(rank=159); Enrichr--Queries(rank=440)","126","0.02764000000000000","ARCHS4 Coexpression,0.02764"
"AR","0.957952065181173262","0.957952065181173262","0.957952065181173262","Activated","161","viper","161","0.957952065181173262",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=277); GTEx--Coexpression(rank=598)","213","0.04878000000000000","Literature ChIP-seq,0.04878"
"FOSL1","0.950792713921434274","0.950792713921434274","0.950792713921434274","Activated","162","viper","162","0.950792713921434274",NA,NA,"5","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=97); Enrichr--Queries(rank=306); GTEx--Coexpression(rank=513)","46","0.00982800000000000","ARCHS4 Coexpression,0.009828"
"KLF1","0.945100072060407581","0.945100072060407581","0.945100072060407581","Activated","163","viper","163","0.945100072060407581",NA,NA,"5","Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=401); Enrichr--Queries(rank=786); GTEx--Coexpression(rank=1145)","734","0.24629999999999999","ARCHS4 Coexpression,0.2463"
"E2F3","0.938081937019609957","0.938081937019609957","0.938081937019609957","Activated","164","viper","164","0.938081937019609957",NA,NA,"3","GTEx--Coexpression(rank=923); Enrichr--Queries(rank=1196); ARCHS4--Coexpression(rank=1495)","1323","0.57440000000000002","GTEx Coexpression,0.5744"
"MITF","0.933970422686788870","0.933970422686788870","0.933970422686788870","Activated","165","viper","165","0.933970422686788870",NA,NA,"5","Literature--ChIP-seq(rank=9); Enrichr--Queries(rank=19); ReMap--ChIP-seq(rank=153); ARCHS4--Coexpression(rank=257); GTEx--Coexpression(rank=557)","62","0.01353000000000000","Enrichr Queries,0.01353"
"MAZ","0.931403060182261266","0.931403060182261266","0.931403060182261266","Activated","166","viper","166","0.931403060182261266",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=1157); Enrichr--Queries(rank=1308); GTEx--Coexpression(rank=1357)","282","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"FOXO4","-0.928157908236916018","-0.928157908236916018","0.928157908236916018","Repressed","167","viper","167","0.928157908236916018",NA,NA,"3","Enrichr--Queries(rank=463); ARCHS4--Coexpression(rank=690); GTEx--Coexpression(rank=862)","898","0.32979999999999998","Enrichr Queries,0.3298"
"NR2F1","-0.926123651191185893","-0.926123651191185893","0.926123651191185893","Repressed","168","viper","168","0.926123651191185893",NA,NA,"4","ARCHS4--Coexpression(rank=26); ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=326); GTEx--Coexpression(rank=574)","71","0.01597000000000000","ARCHS4 Coexpression,0.01597"
"ZFX","-0.922448573619438106","-0.922448573619438106","0.922448573619438106","Repressed","169","viper","169","0.922448573619438106",NA,NA,"5","Literature--ChIP-seq(rank=157); ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=774); ARCHS4--Coexpression(rank=1085); Enrichr--Queries(rank=1118)","1175","0.48159999999999997","GTEx Coexpression,0.4816"
"ARNTL","0.917948630495714069","0.917948630495714069","0.917948630495714069","Activated","170","viper","170","0.917948630495714069",NA,NA,"4","ARCHS4--Coexpression(rank=171); Enrichr--Queries(rank=218); ReMap--ChIP-seq(rank=244); GTEx--Coexpression(rank=731)","401","0.10500000000000000","ARCHS4 Coexpression,0.105"
"MAFB","0.915266873602628372","0.915266873602628372","0.915266873602628372","Activated","171","viper","171","0.915266873602628372",NA,NA,"4","ARCHS4--Coexpression(rank=78); ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=249); GTEx--Coexpression(rank=284)","209","0.04791000000000000","ARCHS4 Coexpression,0.04791"
"KLF4","-0.891181811172065963","-0.891181811172065963","0.891181811172065963","Repressed","172","viper","172","0.891181811172065963",NA,NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=112); Enrichr--Queries(rank=308); GTEx--Coexpression(rank=342)","286","0.06880000000000000","ARCHS4 Coexpression,0.0688"
"THAP11","-0.874927267370563588","-0.874927267370563588","0.874927267370563588","Repressed","173","viper","173","0.874927267370563588",NA,NA,"5","ReMap--ChIP-seq(rank=34); Literature--ChIP-seq(rank=156); ARCHS4--Coexpression(rank=680); GTEx--Coexpression(rank=1090); Enrichr--Queries(rank=1354)","430","0.11450000000000000","ReMap ChIP-seq,0.1145"
"SIX2","0.855346060460593138","0.855346060460593138","0.855346060460593138","Activated","174","viper","174","0.855346060460593138",NA,NA,"4","ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=355); ARCHS4--Coexpression(rank=457); GTEx--Coexpression(rank=756)","754","0.25280000000000002","Enrichr Queries,0.2528"
"SOX2","0.852296186722119042","0.852296186722119042","0.852296186722119042","Activated","175","viper","175","0.852296186722119042",NA,NA,"5","Literature--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=165); ReMap--ChIP-seq(rank=217); GTEx--Coexpression(rank=269); Enrichr--Queries(rank=351)","28","0.00609800000000000","Literature ChIP-seq,0.006098"
"PROX1","0.806209083222871770","0.806209083222871770","0.806209083222871770","Activated","176","viper","176","0.806209083222871770",NA,NA,"4","ReMap--ChIP-seq(rank=1); Enrichr--Queries(rank=102); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1034)","15","0.00336700000000000","ReMap ChIP-seq,0.003367"
"BCL11A","0.804940733758389926","0.804940733758389926","0.804940733758389926","Activated","177","viper","177","0.804940733758389926",NA,NA,"5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=171); GTEx--Coexpression(rank=391); ARCHS4--Coexpression(rank=746)","454","0.12180000000000001","Enrichr Queries,0.1218"
"SP2","0.795641954993406175","0.795641954993406175","0.795641954993406175","Activated","178","viper","178","0.795641954993406175",NA,NA,"5","ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=256); ARCHS4--Coexpression(rank=698); GTEx--Coexpression(rank=837); Enrichr--Queries(rank=990)","1073","0.42870000000000003","ARCHS4 Coexpression,0.4287"
"ZKSCAN1","0.793225466516415123","0.793225466516415123","0.793225466516415123","Activated","179","viper","179","0.793225466516415123",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=331); GTEx--Coexpression(rank=643); Enrichr--Queries(rank=881)","646","0.20330000000000001","ARCHS4 Coexpression,0.2033"
"ATF7","0.788396047786920739","0.788396047786920739","0.788396047786920739","Activated","180","viper","180","0.788396047786920739",NA,NA,"4","ReMap--ChIP-seq(rank=57); GTEx--Coexpression(rank=154); ARCHS4--Coexpression(rank=345); Enrichr--Queries(rank=676)","369","0.09583000000000001","GTEx Coexpression,0.09583"
"FOXA1","0.783251456158934434","0.783251456158934434","0.783251456158934434","Activated","181","viper","181","0.783251456158934434",NA,NA,"6","Literature--ChIP-seq(rank=38); ENCODE--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=194); Enrichr--Queries(rank=244); GTEx--Coexpression(rank=834)","446","0.11920000000000000","ARCHS4 Coexpression,0.1192"
"SREBF2","-0.770133808963178956","-0.770133808963178956","0.770133808963178956","Repressed","182","viper","182","0.770133808963178956",NA,NA,"6","ENCODE--ChIP-seq(rank=82); Literature--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=206); Enrichr--Queries(rank=859); ARCHS4--Coexpression(rank=1209)","473","0.12820000000000001","GTEx Coexpression,0.1282"
"NEUROD1","0.730309908943853059","0.730309908943853059","0.730309908943853059","Activated","183","viper","183","0.730309908943853059",NA,NA,"4","ReMap--ChIP-seq(rank=53); ARCHS4--Coexpression(rank=355); GTEx--Coexpression(rank=463); Enrichr--Queries(rank=1089)","584","0.17849999999999999","ReMap ChIP-seq,0.1785"
"ATF2","0.729112994416058702","0.729112994416058702","0.729112994416058702","Activated","184","viper","184","0.729112994416058702",NA,NA,"5","ENCODE--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=281); ARCHS4--Coexpression(rank=983); GTEx--Coexpression(rank=1139); Enrichr--Queries(rank=1271)","1364","0.60380000000000000","ARCHS4 Coexpression,0.6038"
"CEBPB","0.720169871169120679","0.720169871169120679","0.720169871169120679","Activated","185","viper","185","0.720169871169120679",NA,NA,"6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=58); Literature--ChIP-seq(rank=106); Enrichr--Queries(rank=393); ARCHS4--Coexpression(rank=425); GTEx--Coexpression(rank=813)","504","0.14410000000000001","ENCODE ChIP-seq,0.1441"
"IKZF1","0.715621988870899117","0.715621988870899117","0.715621988870899117","Activated","186","viper","186","0.715621988870899117",NA,NA,"6","ENCODE--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=30); Literature--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=92); GTEx--Coexpression(rank=181); Enrichr--Queries(rank=801)","244","0.05651000000000000","ARCHS4 Coexpression,0.05651"
"NR5A1","0.675495164181952878","0.675495164181952878","0.675495164181952878","Activated","187","viper","187","0.675495164181952878",NA,NA,"3","ARCHS4--Coexpression(rank=231); GTEx--Coexpression(rank=276); Enrichr--Queries(rank=893)","498","0.14190000000000000","ARCHS4 Coexpression,0.1419"
"ARID2","0.669277827214085019","0.669277827214085019","0.669277827214085019","Activated","188","viper","188","0.669277827214085019",NA,NA,"4","ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=1005); Enrichr--Queries(rank=1057); GTEx--Coexpression(rank=1374)","1170","0.47810000000000002","ReMap ChIP-seq,0.4781"
"ZBED1","0.648644080030548742","0.648644080030548742","0.648644080030548742","Activated","189","viper","189","0.648644080030548742",NA,NA,"4","ReMap--ChIP-seq(rank=293); Enrichr--Queries(rank=714); GTEx--Coexpression(rank=789); ARCHS4--Coexpression(rank=1264)","1193","0.49099999999999999","GTEx Coexpression,0.491"
"FOXA2","-0.644455918409916340","-0.644455918409916340","0.644455918409916340","Repressed","190","viper","190","0.644455918409916340",NA,NA,"6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=548); ARCHS4--Coexpression(rank=605)","188","0.04268000000000000","Literature ChIP-seq,0.04268"
"TP73","-0.634157148979631491","-0.634157148979631491","0.634157148979631491","Repressed","191","viper","191","0.634157148979631491",NA,NA,"3","GTEx--Coexpression(rank=511); ARCHS4--Coexpression(rank=696); Enrichr--Queries(rank=773)","876","0.31800000000000000","GTEx Coexpression,0.318"
"NRF1","-0.633955709856907301","-0.633955709856907301","0.633955709856907301","Repressed","192","viper","192","0.633955709856907301",NA,NA,"5","ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=213); ARCHS4--Coexpression(rank=458); GTEx--Coexpression(rank=1004); Enrichr--Queries(rank=1178)","797","0.28129999999999999","ARCHS4 Coexpression,0.2813"
"SRF","0.628051768478600114","0.628051768478600114","0.628051768478600114","Activated","193","viper","193","0.628051768478600114",NA,NA,"6","GTEx--Coexpression(rank=24); ENCODE--ChIP-seq(rank=84); Literature--ChIP-seq(rank=137); ReMap--ChIP-seq(rank=280); Enrichr--Queries(rank=699); ARCHS4--Coexpression(rank=1440)","66","0.01493000000000000","GTEx Coexpression,0.01493"
"ATF1","0.610788123963197260","0.610788123963197260","0.610788123963197260","Activated","194","viper","194","0.610788123963197260",NA,NA,"5","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=223); ARCHS4--Coexpression(rank=409); Enrichr--Queries(rank=1173); GTEx--Coexpression(rank=1280)","749","0.25119999999999998","ARCHS4 Coexpression,0.2512"
"KLF3","-0.609589926709164898","-0.609589926709164898","0.609589926709164898","Repressed","195","viper","195","0.609589926709164898",NA,NA,"4","ReMap--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=150); GTEx--Coexpression(rank=213); Enrichr--Queries(rank=275)","361","0.09214000000000000","ARCHS4 Coexpression,0.09214"
"EGR1","0.601595301735086241","0.601595301735086241","0.601595301735086241","Activated","196","viper","196","0.601595301735086241",NA,NA,"6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=244); Enrichr--Queries(rank=265); ARCHS4--Coexpression(rank=501)","140","0.03049000000000000","Literature ChIP-seq,0.03049"
"SREBF1","0.597965602241824046","0.597965602241824046","0.597965602241824046","Activated","197","viper","197","0.597965602241824046",NA,NA,"6","ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=115); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=149); Enrichr--Queries(rank=559); ARCHS4--Coexpression(rank=1001)","362","0.09272000000000000","GTEx Coexpression,0.09272"
"ZNF143","-0.592769156900028960","-0.592769156900028960","0.592769156900028960","Repressed","198","viper","198","0.592769156900028960",NA,NA,"5","ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=111); Enrichr--Queries(rank=1070); GTEx--Coexpression(rank=1208); ARCHS4--Coexpression(rank=1481)","978","0.37369999999999998","ReMap ChIP-seq,0.3737"
"RARA","0.591199666420249126","0.591199666420249126","0.591199666420249126","Activated","199","viper","199","0.591199666420249126",NA,NA,"5","ReMap--ChIP-seq(rank=114); Literature--ChIP-seq(rank=149); Enrichr--Queries(rank=530); ARCHS4--Coexpression(rank=621); GTEx--Coexpression(rank=845)","987","0.37750000000000000","Enrichr Queries,0.3775"
"JUND","0.582435081296602375","0.582435081296602375","0.582435081296602375","Activated","200","viper","200","0.582435081296602375",NA,NA,"6","ENCODE--ChIP-seq(rank=28); Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=597); Enrichr--Queries(rank=896); GTEx--Coexpression(rank=1165)","719","0.23730000000000001","ENCODE ChIP-seq,0.2373"
"BACH1","-0.570063268415005764","-0.570063268415005764","0.570063268415005764","Repressed","201","viper","201","0.570063268415005764",NA,NA,"6","Literature--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=436); Enrichr--Queries(rank=442); GTEx--Coexpression(rank=706)","472","0.12800000000000000","Literature ChIP-seq,0.128"
"TCF3","-0.564835474207279864","-0.564835474207279864","0.564835474207279864","Repressed","202","viper","202","0.564835474207279864",NA,NA,"6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=130); Enrichr--Queries(rank=1141); ARCHS4--Coexpression(rank=1156); GTEx--Coexpression(rank=1303)","186","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"ESRRA","-0.555412680445570794","-0.555412680445570794","0.555412680445570794","Repressed","203","viper","203","0.555412680445570794",NA,NA,"5","ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=1148); ARCHS4--Coexpression(rank=1219); GTEx--Coexpression(rank=1243)","497","0.14140000000000000","ReMap ChIP-seq,0.1414"
"PAX6","0.546812653500705736","0.546812653500705736","0.546812653500705736","Activated","204","viper","204","0.546812653500705736",NA,NA,"5","Literature--ChIP-seq(rank=114); ARCHS4--Coexpression(rank=247); ReMap--ChIP-seq(rank=261); Enrichr--Queries(rank=321); GTEx--Coexpression(rank=503)","522","0.15170000000000000","ARCHS4 Coexpression,0.1517"
"DUX4","0.537755955811231035","0.537755955811231035","0.537755955811231035","Activated","205","viper","205","0.537755955811231035",NA,NA,"2","ReMap--ChIP-seq(rank=291); ARCHS4--Coexpression(rank=1564)","1622","0.96070000000000011","ARCHS4 Coexpression,0.9607"
"GATA1","0.530748009698766010","0.530748009698766010","0.530748009698766010","Activated","206","viper","206","0.530748009698766010",NA,NA,"6","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=174); ARCHS4--Coexpression(rank=412); Enrichr--Queries(rank=885); GTEx--Coexpression(rank=885)","415","0.10979999999999999","Literature ChIP-seq,0.1098"
"SOX6","0.529932439481579531","0.529932439481579531","0.529932439481579531","Activated","207","viper","207","0.529932439481579531",NA,NA,"4","Enrichr--Queries(rank=83); ReMap--ChIP-seq(rank=126); ARCHS4--Coexpression(rank=689); GTEx--Coexpression(rank=1088)","252","0.05912000000000000","Enrichr Queries,0.05912"
"YY1","0.527571706249954309","0.527571706249954309","0.527571706249954309","Activated","208","viper","208","0.527571706249954309",NA,NA,"6","ENCODE--ChIP-seq(rank=107); Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=334); ARCHS4--Coexpression(rank=1082); Enrichr--Queries(rank=1263)","659","0.20780000000000001","GTEx Coexpression,0.2078"
"ZBTB11","0.520185485603002151","0.520185485603002151","0.520185485603002151","Activated","209","viper","209","0.520185485603002151",NA,NA,"4","ReMap--ChIP-seq(rank=242); ARCHS4--Coexpression(rank=1109); Enrichr--Queries(rank=1400); GTEx--Coexpression(rank=1550)","1461","0.68120000000000003","ARCHS4 Coexpression,0.6812"
"RELB","-0.497982701990222210","-0.497982701990222210","0.497982701990222210","Repressed","210","viper","210","0.497982701990222210",NA,NA,"4","ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=70); ARCHS4--Coexpression(rank=130); GTEx--Coexpression(rank=301)","217","0.04986000000000000","Enrichr Queries,0.04986"
"ELK1","-0.491838760301205880","-0.491838760301205880","0.491838760301205880","Repressed","211","viper","211","0.491838760301205880",NA,NA,"5","GTEx--Coexpression(rank=71); ENCODE--ChIP-seq(rank=101); Literature--ChIP-seq(rank=128); ReMap--ChIP-seq(rank=270); ARCHS4--Coexpression(rank=1433)","194","0.04418000000000000","GTEx Coexpression,0.04418"
"GRHL2","-0.486496891645445351","-0.486496891645445351","0.486496891645445351","Repressed","212","viper","212","0.486496891645445351",NA,NA,"5","ReMap--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=36); Literature--ChIP-seq(rank=129); GTEx--Coexpression(rank=235); Enrichr--Queries(rank=362)","103","0.02211000000000000","ARCHS4 Coexpression,0.02211"
"BHLHE40","-0.473057649562830695","-0.473057649562830695","0.473057649562830695","Repressed","213","viper","213","0.473057649562830695",NA,NA,"4","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=74); GTEx--Coexpression(rank=131); ARCHS4--Coexpression(rank=190)","326","0.08152000000000000","GTEx Coexpression,0.08152"
"RFX2","-0.467580998320814789","-0.467580998320814789","0.467580998320814789","Repressed","214","viper","214","0.467580998320814789",NA,NA,"4","Enrichr--Queries(rank=71); ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=720); GTEx--Coexpression(rank=1514)","220","0.05057000000000000","Enrichr Queries,0.05057"
"ELF5","-0.443580967337227849","-0.443580967337227849","0.443580967337227849","Repressed","215","viper","215","0.443580967337227849",NA,NA,"5","Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=181); ARCHS4--Coexpression(rank=183); Enrichr--Queries(rank=197); GTEx--Coexpression(rank=241)","422","0.11240000000000000","ARCHS4 Coexpression,0.1124"
"CTCFL","0.427870949998645445","0.427870949998645445","0.427870949998645445","Activated","216","viper","216","0.427870949998645445",NA,NA,"5","ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=47); Enrichr--Queries(rank=394); ARCHS4--Coexpression(rank=839); GTEx--Coexpression(rank=1383)","462","0.12460000000000000","ReMap ChIP-seq,0.1246"
"IRF1","0.427749767962154193","0.427749767962154193","0.427749767962154193","Activated","217","viper","217","0.427749767962154193",NA,NA,"6","ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=108); Literature--ChIP-seq(rank=110); GTEx--Coexpression(rank=116); ARCHS4--Coexpression(rank=239); Enrichr--Queries(rank=255)","294","0.07217999999999999","GTEx Coexpression,0.07218"
"FOXK2","0.419699231221892788","0.419699231221892788","0.419699231221892788","Activated","218","viper","218","0.419699231221892788",NA,NA,"4","ReMap--ChIP-seq(rank=203); GTEx--Coexpression(rank=819); Enrichr--Queries(rank=1242); ARCHS4--Coexpression(rank=1477)","1224","0.50960000000000005","GTEx Coexpression,0.5096"
"CREB1","0.419330374197540545","0.419330374197540545","0.419330374197540545","Activated","219","viper","219","0.419330374197540545",NA,NA,"6","ENCODE--ChIP-seq(rank=94); Literature--ChIP-seq(rank=124); ReMap--ChIP-seq(rank=252); ARCHS4--Coexpression(rank=568); Enrichr--Queries(rank=1097); GTEx--Coexpression(rank=1183)","931","0.34889999999999999","ARCHS4 Coexpression,0.3489"
"TP63","-0.414285737048094738","-0.414285737048094738","0.414285737048094738","Repressed","220","viper","220","0.414285737048094738",NA,NA,"5","Literature--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=121); Enrichr--Queries(rank=185); GTEx--Coexpression(rank=285)","246","0.05724000000000000","ReMap ChIP-seq,0.05724"
"ZNF24","-0.401648519115068214","-0.401648519115068214","0.401648519115068214","Repressed","221","viper","221","0.401648519115068214",NA,NA,"4","ReMap--ChIP-seq(rank=55); GTEx--Coexpression(rank=861); Enrichr--Queries(rank=1361); ARCHS4--Coexpression(rank=1457)","604","0.18520000000000000","ReMap ChIP-seq,0.1852"
"TFAP2A","-0.397360069407728889","-0.397360069407728889","0.397360069407728889","Repressed","222","viper","222","0.397360069407728889",NA,NA,"6","ENCODE--ChIP-seq(rank=24); Literature--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=262); GTEx--Coexpression(rank=413); ARCHS4--Coexpression(rank=442)","609","0.18659999999999999","Enrichr Queries,0.1866"
"SOX9","0.396191504439454167","0.396191504439454167","0.396191504439454167","Activated","223","viper","223","0.396191504439454167",NA,NA,"5","ARCHS4--Coexpression(rank=21); Literature--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=81); Enrichr--Queries(rank=82); GTEx--Coexpression(rank=408)","59","0.01290000000000000","ARCHS4 Coexpression,0.0129"
"RXRA","0.386722703574030158","0.386722703574030158","0.386722703574030158","Activated","224","viper","224","0.386722703574030158",NA,NA,"6","ENCODE--ChIP-seq(rank=59); Literature--ChIP-seq(rank=121); ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=490); GTEx--Coexpression(rank=729); ARCHS4--Coexpression(rank=783)","932","0.34899999999999992","Enrichr Queries,0.349"
"IRF3","0.381995958548302317","0.381995958548302317","0.381995958548302317","Activated","225","viper","225","0.381995958548302317",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=248); ARCHS4--Coexpression(rank=408); Enrichr--Queries(rank=1109); GTEx--Coexpression(rank=1185)","746","0.25059999999999999","ARCHS4 Coexpression,0.2506"
"KLF5","-0.376708787319180671","-0.376708787319180671","0.376708787319180671","Repressed","226","viper","226","0.376708787319180671",NA,NA,"5","ARCHS4--Coexpression(rank=34); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=125); Enrichr--Queries(rank=226); GTEx--Coexpression(rank=392)","97","0.02088000000000000","ARCHS4 Coexpression,0.02088"
"MYB","-0.372950720399701008","-0.372950720399701008","0.372950720399701008","Repressed","227","viper","227","0.372950720399701008",NA,NA,"6","Literature--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=578); GTEx--Coexpression(rank=701); Enrichr--Queries(rank=825)","724","0.23910000000000001","ReMap ChIP-seq,0.2391"
"MAF","-0.372258548862670902","-0.372258548862670902","0.372258548862670902","Repressed","228","viper","228","0.372258548862670902",NA,NA,"4","GTEx--Coexpression(rank=86); ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=180); ARCHS4--Coexpression(rank=497)","233","0.05352000000000000","GTEx Coexpression,0.05352"
"SMAD5","0.368725501006850476","0.368725501006850476","0.368725501006850476","Activated","229","viper","229","0.368725501006850476",NA,NA,"4","GTEx--Coexpression(rank=232); ReMap--ChIP-seq(rank=294); ARCHS4--Coexpression(rank=359); Enrichr--Queries(rank=1031)","506","0.14440000000000000","GTEx Coexpression,0.1444"
"TCF7L2","-0.366333391317823054","-0.366333391317823054","0.366333391317823054","Repressed","230","viper","230","0.366333391317823054",NA,NA,"6","ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=49); GTEx--Coexpression(rank=135); Enrichr--Queries(rank=182); ARCHS4--Coexpression(rank=529)","308","0.07627000000000000","ENCODE ChIP-seq,0.07627"
"HOXB13","-0.361076988965392309","-0.361076988965392309","0.361076988965392309","Repressed","231","viper","231","0.361076988965392309",NA,NA,"4","ReMap--ChIP-seq(rank=245); Enrichr--Queries(rank=291); GTEx--Coexpression(rank=675); ARCHS4--Coexpression(rank=1144)","656","0.20730000000000001","Enrichr Queries,0.2073"
"ESR1","0.360716269391680278","0.360716269391680278","0.360716269391680278","Activated","232","viper","232","0.360716269391680278",NA,NA,"6","Literature--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=40); GTEx--Coexpression(rank=77); ARCHS4--Coexpression(rank=279); Enrichr--Queries(rank=330)","165","0.03659000000000000","Literature ChIP-seq,0.03659"
"NFATC2","0.360661713633018799","0.360661713633018799","0.360661713633018799","Activated","233","viper","233","0.360661713633018799",NA,NA,"3","Enrichr--Queries(rank=17); ARCHS4--Coexpression(rank=85); GTEx--Coexpression(rank=522)","55","0.01211000000000000","Enrichr Queries,0.01211"
"CDX2","-0.359475280840781175","-0.359475280840781175","0.359475280840781175","Repressed","234","viper","234","0.359475280840781175",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=240); Enrichr--Queries(rank=340); GTEx--Coexpression(rank=612)","512","0.14740000000000000","ARCHS4 Coexpression,0.1474"
"BATF","0.358931108700185852","0.358931108700185852","0.358931108700185852","Activated","235","viper","235","0.358931108700185852",NA,NA,"5","ARCHS4--Coexpression(rank=37); ENCODE--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=158); GTEx--Coexpression(rank=264); Enrichr--Queries(rank=610)","105","0.02273000000000000","ARCHS4 Coexpression,0.02273"
"WT1","-0.358253798927087641","-0.358253798927087641","0.358253798927087641","Repressed","236","viper","236","0.358253798927087641",NA,NA,"4","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=260); Enrichr--Queries(rank=284); GTEx--Coexpression(rank=660)","112","0.02439000000000000","Literature ChIP-seq,0.02439"
"ATF6","-0.356684479275623412","-0.356684479275623412","0.356684479275623412","Repressed","237","viper","237","0.356684479275623412",NA,NA,"3","Enrichr--Queries(rank=682); GTEx--Coexpression(rank=988); ARCHS4--Coexpression(rank=1151)","1181","0.48580000000000001","Enrichr Queries,0.4858"
"NCOA2","0.343051457571569018","0.343051457571569018","0.343051457571569018","Activated","238","viper","238","0.343051457571569018",NA,NA,"4","ReMap--ChIP-seq(rank=168); ARCHS4--Coexpression(rank=474); GTEx--Coexpression(rank=558); Enrichr--Queries(rank=782)","821","0.29120000000000001","ARCHS4 Coexpression,0.2912"
