"TF","LD_SW480","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SOX9","1.229195814681340648","1.229195814681340648","1.229195814681340648","Activated","159","viper","159","1.229195814681340648",NA,NA,"5","Literature--ChIP-seq(rank=15); ARCHS4--Coexpression(rank=89); ReMap--ChIP-seq(rank=149); GTEx--Coexpression(rank=276); Enrichr--Queries(rank=309)","238","0.05467000000000000","ARCHS4 Coexpression,0.05467"
"SOX10","-1.193068942882792749","-1.193068942882792749","1.193068942882792749","Repressed","160","viper","160","1.193068942882792749",NA,NA,"4","ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=192); Enrichr--Queries(rank=287)","371","0.08784000000000000","ARCHS4 Coexpression,0.08784"
"JUN","1.190795342366830933","1.190795342366830933","1.190795342366830933","Activated","161","viper","161","1.190795342366830933",NA,NA,"6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=80); GTEx--Coexpression(rank=438); ARCHS4--Coexpression(rank=468); Enrichr--Queries(rank=654)","442","0.11020000000000001","ENCODE ChIP-seq,0.1102"
"MEIS1","1.190337917613868646","1.190337917613868646","1.190337917613868646","Activated","162","viper","162","1.190337917613868646",NA,NA,"5","Literature--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=148); ARCHS4--Coexpression(rank=370); GTEx--Coexpression(rank=620)","429","0.10539999999999999","Enrichr Queries,0.1054"
"E2F2","-1.184094401259474960","-1.184094401259474960","1.184094401259474960","Repressed","163","viper","163","1.184094401259474960",NA,NA,"3","GTEx--Coexpression(rank=473); ARCHS4--Coexpression(rank=1124); Enrichr--Queries(rank=1387)","876","0.29430000000000001","GTEx Coexpression,0.2943"
"E2F1","-1.174674206038067936","-1.174674206038067936","1.174674206038067936","Repressed","164","viper","164","1.174674206038067936",NA,NA,"6","Literature--ChIP-seq(rank=108); ENCODE--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=1368); GTEx--Coexpression(rank=1420); ARCHS4--Coexpression(rank=1475)","1453","0.65849999999999997","Literature ChIP-seq,0.6585"
"SOX11","1.147534698689973043","1.147534698689973043","1.147534698689973043","Activated","165","viper","165","1.147534698689973043",NA,NA,"5","Literature--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=136); ARCHS4--Coexpression(rank=144); GTEx--Coexpression(rank=264); Enrichr--Queries(rank=405)","373","0.08845000000000000","ARCHS4 Coexpression,0.08845"
"ZNF24","-1.143654950936459747","-1.143654950936459747","1.143654950936459747","Repressed","166","viper","166","1.143654950936459747",NA,NA,"4","ReMap--ChIP-seq(rank=55); GTEx--Coexpression(rank=574); Enrichr--Queries(rank=1362); ARCHS4--Coexpression(rank=1605)","634","0.18520000000000000","ReMap ChIP-seq,0.1852"
"IRF2","1.134271740316082688","1.134271740316082688","1.134271740316082688","Activated","167","viper","167","1.134271740316082688",NA,NA,"4","ARCHS4--Coexpression(rank=166); ReMap--ChIP-seq(rank=267); GTEx--Coexpression(rank=501); Enrichr--Queries(rank=863)","420","0.10199999999999999","ARCHS4 Coexpression,0.102"
"HNF1A","1.125432454910178848","1.125432454910178848","1.125432454910178848","Activated","168","viper","168","1.125432454910178848",NA,NA,"3","ARCHS4--Coexpression(rank=593); GTEx--Coexpression(rank=876); Enrichr--Queries(rank=890)","1013","0.36430000000000001","ARCHS4 Coexpression,0.3643"
"E2F6","-1.123398245674599005","-1.123398245674599005","1.123398245674599005","Repressed","169","viper","169","1.123398245674599005",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=53); ARCHS4--Coexpression(rank=623); GTEx--Coexpression(rank=1025); Enrichr--Queries(rank=1067)","621","0.17849999999999999","ReMap ChIP-seq,0.1785"
"MBD1","-1.119975119004039232","-1.119975119004039232","1.119975119004039232","Repressed","170","viper","170","1.119975119004039232",NA,NA,"3","Enrichr--Queries(rank=1214); GTEx--Coexpression(rank=1231); ARCHS4--Coexpression(rank=1434)","1541","0.76600000000000001","GTEx Coexpression,0.766"
"SOX2","1.075700002808221534","1.075700002808221534","1.075700002808221534","Activated","171","viper","171","1.075700002808221534",NA,NA,"5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=118); GTEx--Coexpression(rank=221); ARCHS4--Coexpression(rank=400); Enrichr--Queries(rank=557)","54","0.01220000000000000","Literature ChIP-seq,0.0122"
"IRF9","1.069253480593218342","1.069253480593218342","1.069253480593218342","Activated","172","viper","172","1.069253480593218342",NA,NA,"4","ReMap--ChIP-seq(rank=54); GTEx--Coexpression(rank=170); ARCHS4--Coexpression(rank=217); Enrichr--Queries(rank=384)","430","0.10580000000000001","GTEx Coexpression,0.1058"
"CTCF","1.059432543808229488","1.059432543808229488","1.059432543808229488","Activated","173","viper","173","1.059432543808229488",NA,NA,"6","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=22); Literature--ChIP-seq(rank=99); Enrichr--Queries(rank=1402); ARCHS4--Coexpression(rank=1537); GTEx--Coexpression(rank=1568)","225","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"NFYA","-1.049785798024782002","-1.049785798024782002","1.049785798024782002","Repressed","174","viper","174","1.049785798024782002",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=289); GTEx--Coexpression(rank=1077); Enrichr--Queries(rank=1330); ARCHS4--Coexpression(rank=1623)","1462","0.67020000000000002","GTEx Coexpression,0.6702"
"ZNF639","1.046506943950283652","1.046506943950283652","1.046506943950283652","Activated","175","viper","175","1.046506943950283652",NA,NA,"4","ReMap--ChIP-seq(rank=222); ARCHS4--Coexpression(rank=416); GTEx--Coexpression(rank=1015); Enrichr--Queries(rank=1359)","802","0.25550000000000000","ARCHS4 Coexpression,0.2555"
"CTCFL","-1.044908254596924380","-1.044908254596924380","1.044908254596924380","Repressed","176","viper","176","1.044908254596924380",NA,NA,"5","ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=316); Enrichr--Queries(rank=830); GTEx--Coexpression(rank=848)","154","0.03367000000000000","ReMap ChIP-seq,0.03367"
"CLOCK","1.034149684695633065","1.034149684695633065","1.034149684695633065","Activated","177","viper","177","1.034149684695633065",NA,NA,"5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=63); GTEx--Coexpression(rank=1198); Enrichr--Queries(rank=1317); ARCHS4--Coexpression(rank=1498)","44","0.01010000000000000","ReMap ChIP-seq,0.0101"
"FOS","1.019613087405650154","1.019613087405650154","1.019613087405650154","Activated","178","viper","178","1.019613087405650154",NA,NA,"5","ReMap--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=39); GTEx--Coexpression(rank=200); ARCHS4--Coexpression(rank=523); Enrichr--Queries(rank=579)","293","0.06734000000000000","ReMap ChIP-seq,0.06734"
"EGR1","1.015561307339136299","1.015561307339136299","1.015561307339136299","Activated","179","viper","179","1.015561307339136299",NA,NA,"6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=123); ARCHS4--Coexpression(rank=485); GTEx--Coexpression(rank=504); Enrichr--Queries(rank=509)","192","0.04268000000000000","Literature ChIP-seq,0.04268"
"MEF2B","-0.986548678456599770","-0.986548678456599770","0.986548678456599770","Repressed","180","viper","180","0.986548678456599770",NA,NA,"4","ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=497); Enrichr--Queries(rank=661); ARCHS4--Coexpression(rank=1099)","905","0.30930000000000002","GTEx Coexpression,0.3093"
"GATA2","0.977585631837845193","0.977585631837845193","0.977585631837845193","Activated","181","viper","181","0.977585631837845193",NA,NA,"6","ENCODE--ChIP-seq(rank=26); Literature--ChIP-seq(rank=41); GTEx--Coexpression(rank=88); ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=559); Enrichr--Queries(rank=573)","239","0.05476000000000000","GTEx Coexpression,0.05476"
"SPIB","0.975986781071308762","0.975986781071308762","0.975986781071308762","Activated","182","viper","182","0.975986781071308762",NA,NA,"4","ReMap--ChIP-seq(rank=83); GTEx--Coexpression(rank=719); Enrichr--Queries(rank=872); ARCHS4--Coexpression(rank=892)","847","0.27950000000000003","ReMap ChIP-seq,0.2795"
"GATA1","0.949377348478999683","0.949377348478999683","0.949377348478999683","Activated","183","viper","183","0.949377348478999683",NA,NA,"6","ENCODE--ChIP-seq(rank=23); Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=184); ARCHS4--Coexpression(rank=186); GTEx--Coexpression(rank=558); Enrichr--Queries(rank=817)","452","0.11430000000000001","ARCHS4 Coexpression,0.1143"
"PPARA","0.937754568112351250","0.937754568112351250","0.937754568112351250","Activated","184","viper","184","0.937754568112351250",NA,NA,"3","Enrichr--Queries(rank=655); GTEx--Coexpression(rank=943); ARCHS4--Coexpression(rank=1272)","1177","0.46650000000000003","Enrichr Queries,0.4665"
"ERG","-0.922012354063566075","-0.922012354063566075","0.922012354063566075","Repressed","185","viper","185","0.922012354063566075",NA,NA,"5","Literature--ChIP-seq(rank=25); GTEx--Coexpression(rank=86); Enrichr--Queries(rank=140); ReMap--ChIP-seq(rank=174); ARCHS4--Coexpression(rank=197)","235","0.05352000000000000","GTEx Coexpression,0.05352"
"CREB3L1","0.902427459810036470","0.902427459810036470","0.902427459810036470","Activated","186","viper","186","0.902427459810036470",NA,NA,"4","ARCHS4--Coexpression(rank=42); ReMap--ChIP-seq(rank=231); Enrichr--Queries(rank=242); GTEx--Coexpression(rank=829)","118","0.02580000000000000","ARCHS4 Coexpression,0.0258"
"LEF1","0.901717304649185425","0.901717304649185425","0.901717304649185425","Activated","187","viper","187","0.901717304649185425",NA,NA,"4","ReMap--ChIP-seq(rank=81); Enrichr--Queries(rank=391); ARCHS4--Coexpression(rank=555); GTEx--Coexpression(rank=588)","834","0.27270000000000000","ReMap ChIP-seq,0.2727"
"ZNF274","0.880502196380041569","0.880502196380041569","0.880502196380041569","Activated","188","viper","188","0.880502196380041569",NA,NA,"6","ReMap--ChIP-seq(rank=62); ENCODE--ChIP-seq(rank=90); Literature--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=849); Enrichr--Queries(rank=979); GTEx--Coexpression(rank=1121)","693","0.20880000000000001","ReMap ChIP-seq,0.2088"
"NR5A2","0.858918071807307282","0.858918071807307282","0.858918071807307282","Activated","189","viper","189","0.858918071807307282",NA,NA,"4","ReMap--ChIP-seq(rank=35); GTEx--Coexpression(rank=791); Enrichr--Queries(rank=832); ARCHS4--Coexpression(rank=995)","464","0.11780000000000000","ReMap ChIP-seq,0.1178"
"NFKB1","0.856744058331468716","0.856744058331468716","0.856744058331468716","Activated","190","viper","190","0.856744058331468716",NA,NA,"4","ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=402); Enrichr--Queries(rank=728); GTEx--Coexpression(rank=1513)","779","0.24690000000000001","ARCHS4 Coexpression,0.2469"
"ESR2","0.855833063184243459","0.855833063184243459","0.855833063184243459","Activated","191","viper","191","0.855833063184243459",NA,NA,"5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=73); Enrichr--Queries(rank=660); ARCHS4--Coexpression(rank=952); GTEx--Coexpression(rank=1019)","403","0.09755999999999999","Literature ChIP-seq,0.09756"
"E2F4","-0.848574893003824049","-0.848574893003824049","0.848574893003824049","Repressed","192","viper","192","0.848574893003824049",NA,NA,"6","ENCODE--ChIP-seq(rank=77); Literature--ChIP-seq(rank=159); ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=919); Enrichr--Queries(rank=1380); ARCHS4--Coexpression(rank=1516)","1344","0.57189999999999996","GTEx Coexpression,0.5719"
"SMAD3","-0.840390858499134086","-0.840390858499134086","0.840390858499134086","Repressed","193","viper","193","0.840390858499134086",NA,NA,"5","Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=52); GTEx--Coexpression(rank=400); Enrichr--Queries(rank=923); ARCHS4--Coexpression(rank=1170)","614","0.17510000000000001","ReMap ChIP-seq,0.1751"
"CREB1","0.839025723382606836","0.839025723382606836","0.839025723382606836","Activated","194","viper","194","0.839025723382606836",NA,NA,"6","ENCODE--ChIP-seq(rank=88); Literature--ChIP-seq(rank=146); ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=1247); ARCHS4--Coexpression(rank=1420); GTEx--Coexpression(rank=1575)","1528","0.74580000000000002","ENCODE ChIP-seq,0.7458"
"GATA3","-0.838147696633627648","-0.838147696633627648","0.838147696633627648","Repressed","195","viper","195","0.838147696633627648",NA,NA,"6","ENCODE--ChIP-seq(rank=32); GTEx--Coexpression(rank=40); ReMap--ChIP-seq(rank=79); Literature--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=294); Enrichr--Queries(rank=398)","112","0.02489000000000000","GTEx Coexpression,0.02489"
"RELA","0.821985919988575731","0.821985919988575731","0.821985919988575731","Activated","196","viper","196","0.821985919988575731",NA,NA,"6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=165); GTEx--Coexpression(rank=491); Enrichr--Queries(rank=1106); ARCHS4--Coexpression(rank=1425)","798","0.25419999999999998","ENCODE ChIP-seq,0.2542"
"BACH1","-0.813257494751567278","-0.813257494751567278","0.813257494751567278","Repressed","197","viper","197","0.813257494751567278",NA,NA,"6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=176); ARCHS4--Coexpression(rank=421); Enrichr--Queries(rank=922); GTEx--Coexpression(rank=1194)","139","0.03049000000000000","Literature ChIP-seq,0.03049"
"FOXK2","0.805657595382862191","0.805657595382862191","0.805657595382862191","Activated","198","viper","198","0.805657595382862191",NA,NA,"4","ReMap--ChIP-seq(rank=224); Enrichr--Queries(rank=1345); GTEx--Coexpression(rank=1462); ARCHS4--Coexpression(rank=1588)","1534","0.75419999999999998","ReMap ChIP-seq,0.7542"
"ATF1","0.804602010232132403","0.804602010232132403","0.804602010232132403","Activated","199","viper","199","0.804602010232132403",NA,NA,"5","ENCODE--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=190); ARCHS4--Coexpression(rank=560); GTEx--Coexpression(rank=1344); Enrichr--Queries(rank=1346)","976","0.34399999999999992","ARCHS4 Coexpression,0.344"
"CDX2","0.763507157143736293","0.763507157143736293","0.763507157143736293","Activated","200","viper","200","0.763507157143736293",NA,NA,"5","Literature--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=344); GTEx--Coexpression(rank=544); Enrichr--Queries(rank=641)","699","0.21129999999999999","ARCHS4 Coexpression,0.2113"
"FOXA2","0.763309890336583585","0.763309890336583585","0.763309890336583585","Activated","201","viper","201","0.763309890336583585",NA,NA,"6","Literature--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=334); Enrichr--Queries(rank=748); GTEx--Coexpression(rank=1143)","475","0.12200000000000000","Literature ChIP-seq,0.122"
"SP4","0.744151552962141194","0.744151552962141194","0.744151552962141194","Activated","202","viper","202","0.744151552962141194",NA,NA,"5","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=220); Enrichr--Queries(rank=1075); ARCHS4--Coexpression(rank=1193); GTEx--Coexpression(rank=1256)","1518","0.73280000000000001","ARCHS4 Coexpression,0.7328"
"NR3C1","0.725219785753499657","0.725219785753499657","0.725219785753499657","Activated","203","viper","203","0.725219785753499657",NA,NA,"6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=196); ARCHS4--Coexpression(rank=498); GTEx--Coexpression(rank=671); Enrichr--Queries(rank=757)","359","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"KMT2A","-0.724509068363140218","-0.724509068363140218","0.724509068363140218","Repressed","204","viper","204","0.724509068363140218",NA,NA,"3","ReMap--ChIP-seq(rank=215); ARCHS4--Coexpression(rank=1399); GTEx--Coexpression(rank=1472)","1511","0.72389999999999999","ReMap ChIP-seq,0.7239"
"ELK1","-0.683496149511577222","-0.683496149511577222","0.683496149511577222","Repressed","205","viper","205","0.683496149511577222",NA,NA,"5","ENCODE--ChIP-seq(rank=93); Literature--ChIP-seq(rank=129); GTEx--Coexpression(rank=148); ReMap--ChIP-seq(rank=273); ARCHS4--Coexpression(rank=1452)","386","0.09210000000000000","GTEx Coexpression,0.0921"
"SNAPC4","-0.644366529901825746","-0.644366529901825746","0.644366529901825746","Repressed","206","viper","206","0.644366529901825746",NA,NA,"4","ReMap--ChIP-seq(rank=146); GTEx--Coexpression(rank=877); Enrichr--Queries(rank=1240); ARCHS4--Coexpression(rank=1552)","1226","0.49159999999999998","ReMap ChIP-seq,0.4916"
"IRF1","0.634344168733285030","0.634344168733285030","0.634344168733285030","Activated","207","viper","207","0.634344168733285030",NA,NA,"6","Literature--ChIP-seq(rank=94); ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=187); GTEx--Coexpression(rank=629); Enrichr--Queries(rank=685)","455","0.11490000000000000","ARCHS4 Coexpression,0.1149"
"NFYB","0.621715459457019115","0.621715459457019115","0.621715459457019115","Activated","208","viper","208","0.621715459457019115",NA,NA,"5","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=288); GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=1275); Enrichr--Queries(rank=1300)","1152","0.45179999999999998","GTEx Coexpression,0.4518"
"MITF","0.613963253124226949","0.613963253124226949","0.613963253124226949","Activated","209","viper","209","0.613963253124226949",NA,NA,"5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=204); Enrichr--Queries(rank=547); GTEx--Coexpression(rank=886)","483","0.12529999999999999","ARCHS4 Coexpression,0.1253"
"E2F7","0.613041647861714556","0.613041647861714556","0.613041647861714556","Activated","210","viper","210","0.613041647861714556",NA,NA,"5","Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=189); Enrichr--Queries(rank=1322); ARCHS4--Coexpression(rank=1436); GTEx--Coexpression(rank=1590)","1429","0.63639999999999997","ReMap ChIP-seq,0.6364"
"NFATC2","-0.601256589226689897","-0.601256589226689897","0.601256589226689897","Repressed","211","viper","211","0.601256589226689897",NA,NA,"3","GTEx--Coexpression(rank=252); ARCHS4--Coexpression(rank=281); Enrichr--Queries(rank=457)","570","0.15679999999999999","GTEx Coexpression,0.1568"
"TGIF2","-0.594092014786629874","-0.594092014786629874","0.594092014786629874","Repressed","212","viper","212","0.594092014786629874",NA,NA,"4","ReMap--ChIP-seq(rank=275); GTEx--Coexpression(rank=1006); ARCHS4--Coexpression(rank=1120); Enrichr--Queries(rank=1165)","1418","0.62600000000000000","GTEx Coexpression,0.626"
"EPAS1","0.592173152368367539","0.592173152368367539","0.592173152368367539","Activated","213","viper","213","0.592173152368367539",NA,NA,"4","ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=212); ARCHS4--Coexpression(rank=369)","508","0.13189999999999999","GTEx Coexpression,0.1319"
"STAT3","0.576259925994971112","0.576259925994971112","0.576259925994971112","Activated","214","viper","214","0.576259925994971112",NA,NA,"6","Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=89); GTEx--Coexpression(rank=421); Enrichr--Queries(rank=994); ARCHS4--Coexpression(rank=1128)","317","0.07317000000000000","Literature ChIP-seq,0.07317"
"CEBPD","0.574364676592005519","0.574364676592005519","0.574364676592005519","Activated","215","viper","215","0.574364676592005519",NA,NA,"5","Literature--ChIP-seq(rank=66); ENCODE--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=193); ReMap--ChIP-seq(rank=282); GTEx--Coexpression(rank=883)","466","0.11860000000000000","ARCHS4 Coexpression,0.1186"
"HSF1","0.558130068868720297","0.558130068868720297","0.558130068868720297","Activated","216","viper","216","0.558130068868720297",NA,NA,"5","ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=105); Literature--ChIP-seq(rank=149); GTEx--Coexpression(rank=1496); ARCHS4--Coexpression(rank=1513)","996","0.35349999999999998","ReMap ChIP-seq,0.3535"
"ZEB2","-0.548152434803865107","-0.548152434803865107","0.548152434803865107","Repressed","217","viper","217","0.548152434803865107",NA,NA,"4","ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=157); ARCHS4--Coexpression(rank=387); GTEx--Coexpression(rank=442)","445","0.11180000000000000","Enrichr Queries,0.1118"
"FOSL1","0.496166753487788215","0.496166753487788215","0.496166753487788215","Activated","218","viper","218","0.496166753487788215",NA,NA,"5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=270); Enrichr--Queries(rank=617); GTEx--Coexpression(rank=682)","115","0.02542000000000000","ENCODE ChIP-seq,0.02542"
"SMAD5","-0.488801037012515704","-0.488801037012515704","0.488801037012515704","Repressed","219","viper","219","0.488801037012515704",NA,NA,"4","ReMap--ChIP-seq(rank=258); ARCHS4--Coexpression(rank=678); GTEx--Coexpression(rank=1129); Enrichr--Queries(rank=1170)","1087","0.41649999999999998","ARCHS4 Coexpression,0.4165"
"E2F3","0.469715137932086579","0.469715137932086579","0.469715137932086579","Activated","220","viper","220","0.469715137932086579",NA,NA,"3","GTEx--Coexpression(rank=980); Enrichr--Queries(rank=1376); ARCHS4--Coexpression(rank=1522)","1398","0.60980000000000001","GTEx Coexpression,0.6098"
"STAT4","-0.465843033873482970","-0.465843033873482970","0.465843033873482970","Repressed","221","viper","221","0.465843033873482970",NA,NA,"4","Literature--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=399); GTEx--Coexpression(rank=712); Enrichr--Queries(rank=856)","774","0.24510000000000001","ARCHS4 Coexpression,0.2451"
"ZFX","-0.462351175847292739","-0.462351175847292739","0.462351175847292739","Repressed","222","viper","222","0.462351175847292739",NA,NA,"5","Literature--ChIP-seq(rank=157); ReMap--ChIP-seq(rank=253); GTEx--Coexpression(rank=705); Enrichr--Queries(rank=1370); ARCHS4--Coexpression(rank=1411)","1133","0.43869999999999998","GTEx Coexpression,0.4387"
"USF1","0.443892638403910744","0.443892638403910744","0.443892638403910744","Activated","223","viper","223","0.443892638403910744",NA,NA,"5","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=139); GTEx--Coexpression(rank=557); ARCHS4--Coexpression(rank=918); Enrichr--Queries(rank=1310)","983","0.34660000000000002","GTEx Coexpression,0.3466"
"KLF3","0.438817441600263980","0.438817441600263980","0.438817441600263980","Activated","224","viper","224","0.438817441600263980",NA,NA,"4","GTEx--Coexpression(rank=122); ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=418); Enrichr--Queries(rank=811)","327","0.07592000000000000","GTEx Coexpression,0.07592"
"NFE2L2","0.432605749852573052","0.432605749852573052","0.432605749852573052","Activated","225","viper","225","0.432605749852573052",NA,NA,"5","Literature--ChIP-seq(rank=32); ARCHS4--Coexpression(rank=185); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=539); Enrichr--Queries(rank=837)","450","0.11360000000000001","ARCHS4 Coexpression,0.1136"
"NRF1","-0.426505249694013766","-0.426505249694013766","0.426505249694013766","Repressed","226","viper","226","0.426505249694013766",NA,NA,"5","ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=239); ARCHS4--Coexpression(rank=895); GTEx--Coexpression(rank=907); Enrichr--Queries(rank=1292)","1320","0.54979999999999996","ARCHS4 Coexpression,0.5498"
"RARA","0.426003411873702664","0.426003411873702664","0.426003411873702664","Activated","227","viper","227","0.426003411873702664",NA,NA,"5","ReMap--ChIP-seq(rank=29); Literature--ChIP-seq(rank=114); ARCHS4--Coexpression(rank=578); GTEx--Coexpression(rank=703); Enrichr--Queries(rank=891)","405","0.09764000000000000","ReMap ChIP-seq,0.09764"
"RUNX3","-0.413625457952434217","-0.413625457952434217","0.413625457952434217","Repressed","228","viper","228","0.413625457952434217",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=145); GTEx--Coexpression(rank=216); ARCHS4--Coexpression(rank=591); Enrichr--Queries(rank=816)","512","0.13439999999999999","GTEx Coexpression,0.1344"
"ATF2","-0.387004692856358801","-0.387004692856358801","0.387004692856358801","Repressed","229","viper","229","0.387004692856358801",NA,NA,"5","ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=897); GTEx--Coexpression(rank=1073); Enrichr--Queries(rank=1367)","1322","0.55100000000000005","ARCHS4 Coexpression,0.551"
"FOXJ2","-0.376185890645366894","-0.376185890645366894","0.376185890645366894","Repressed","230","viper","230","0.376185890645366894",NA,NA,"4","ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=715); ARCHS4--Coexpression(rank=910); Enrichr--Queries(rank=1047)","1140","0.44490000000000002","GTEx Coexpression,0.4449"
"FOXM1","0.374832631618773060","0.374832631618773060","0.374832631618773060","Activated","231","viper","231","0.374832631618773060",NA,NA,"6","Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=284); Enrichr--Queries(rank=1397); ARCHS4--Coexpression(rank=1521); GTEx--Coexpression(rank=1594)","267","0.06098000000000000","Literature ChIP-seq,0.06098"
"STAT5B","0.371970471874014164","0.371970471874014164","0.371970471874014164","Activated","232","viper","232","0.371970471874014164",NA,NA,"4","ReMap--ChIP-seq(rank=234); ARCHS4--Coexpression(rank=426); GTEx--Coexpression(rank=994); Enrichr--Queries(rank=1048)","813","0.26169999999999999","ARCHS4 Coexpression,0.2617"
"PGR","0.358670497082789197","0.358670497082789197","0.358670497082789197","Activated","233","viper","233","0.358670497082789197",NA,NA,"4","ReMap--ChIP-seq(rank=59); GTEx--Coexpression(rank=237); Enrichr--Queries(rank=291); ARCHS4--Coexpression(rank=473)","542","0.14749999999999999","GTEx Coexpression,0.1475"
"TCF3","0.340647498139307114","0.340647498139307114","0.340647498139307114","Activated","234","viper","234","0.340647498139307114",NA,NA,"6","Literature--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=713); Enrichr--Queries(rank=1324); ARCHS4--Coexpression(rank=1474)","539","0.14630000000000001","Literature ChIP-seq,0.1463"
"E2F5","0.325972557134182439","0.325972557134182439","0.325972557134182439","Activated","235","viper","235","0.325972557134182439",NA,NA,"4","ReMap--ChIP-seq(rank=144); Enrichr--Queries(rank=877); ARCHS4--Coexpression(rank=1279); GTEx--Coexpression(rank=1487)","1208","0.48480000000000001","ReMap ChIP-seq,0.4848"
"USF2","0.318914351675826158","0.318914351675826158","0.318914351675826158","Activated","236","viper","236","0.318914351675826158",NA,NA,"5","ENCODE--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=100); GTEx--Coexpression(rank=728); ARCHS4--Coexpression(rank=1265); Enrichr--Queries(rank=1277)","961","0.33670000000000000","ReMap ChIP-seq,0.3367"
"ETV4","-0.307762281623735812","-0.307762281623735812","0.307762281623735812","Repressed","237","viper","237","0.307762281623735812",NA,NA,"4","ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=850); ARCHS4--Coexpression(rank=1195); GTEx--Coexpression(rank=1399)","1392","0.60540000000000005","Enrichr Queries,0.6054"
