"TF","HD_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"MEIS2","-0.766393346488451255","-0.766393346488451255","0.766393346488451255","Repressed","158","viper","158","0.766393346488451255",NA,NA,"4","ReMap--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=139); Enrichr--Queries(rank=375); GTEx--Coexpression(rank=1024)","354","0.085379999999999998","ARCHS4 Coexpression,0.08538"
"CUX1","0.766356863611268202","0.766356863611268202","0.766356863611268202","Activated","159","viper","159","0.766356863611268202",NA,NA,"6","ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=369); ARCHS4--Coexpression(rank=1032); Enrichr--Queries(rank=1047)","785","0.229599999999999999","GTEx Coexpression,0.2296"
"BACH1","-0.763738668076168081","-0.763738668076168081","0.763738668076168081","Repressed","160","viper","160","0.763738668076168081",NA,NA,"6","Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=214); Enrichr--Queries(rank=586); ARCHS4--Coexpression(rank=871); GTEx--Coexpression(rank=1441)","246","0.060979999999999999","Literature ChIP-seq,0.06098"
"CEBPB","-0.759536287544840150","-0.759536287544840150","0.759536287544840150","Repressed","161","viper","161","0.759536287544840150",NA,NA,"6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=83); Enrichr--Queries(rank=363); GTEx--Coexpression(rank=751); ARCHS4--Coexpression(rank=1069)","171","0.042369999999999998","ENCODE ChIP-seq,0.04237"
"VDR","-0.752344454838319243","-0.752344454838319243","0.752344454838319243","Repressed","162","viper","162","0.752344454838319243",NA,NA,"5","ARCHS4--Coexpression(rank=40); Literature--ChIP-seq(rank=48); GTEx--Coexpression(rank=71); ReMap--ChIP-seq(rank=111); Enrichr--Queries(rank=615)","100","0.024570000000000002","ARCHS4 Coexpression,0.02457"
"TWIST1","0.736791007887959704","0.736791007887959704","0.736791007887959704","Activated","163","viper","163","0.736791007887959704",NA,NA,"4","ReMap--ChIP-seq(rank=38); ARCHS4--Coexpression(rank=71); Enrichr--Queries(rank=386); GTEx--Coexpression(rank=767)","179","0.043610000000000003","ARCHS4 Coexpression,0.04361"
"HINFP","0.716635108905416818","0.716635108905416818","0.716635108905416818","Activated","164","viper","164","0.716635108905416818",NA,NA,"3","ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=1014); GTEx--Coexpression(rank=1386)","827","0.245799999999999991","ReMap ChIP-seq,0.2458"
"CREB3","0.706848170301936030","0.706848170301936030","0.706848170301936030","Activated","165","viper","165","0.706848170301936030",NA,NA,"4","ReMap--ChIP-seq(rank=74); GTEx--Coexpression(rank=370); Enrichr--Queries(rank=1078); ARCHS4--Coexpression(rank=1546)","787","0.230199999999999988","GTEx Coexpression,0.2302"
"PRDM1","-0.697491569771830910","-0.697491569771830910","0.697491569771830910","Repressed","166","viper","166","0.697491569771830910",NA,NA,"5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=53); GTEx--Coexpression(rank=119); Enrichr--Queries(rank=578); ARCHS4--Coexpression(rank=690)","304","0.074050000000000005","GTEx Coexpression,0.07405"
"PDX1","-0.697057489832248578","-0.697057489832248578","0.697057489832248578","Repressed","167","viper","167","0.697057489832248578",NA,NA,"5","Literature--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=142); ReMap--ChIP-seq(rank=154); GTEx--Coexpression(rank=242); Enrichr--Queries(rank=705)","359","0.087220000000000006","ARCHS4 Coexpression,0.08722"
"AR","-0.692774840823711768","-0.692774840823711768","0.692774840823711768","Repressed","168","viper","168","0.692774840823711768",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=162); Enrichr--Queries(rank=420); GTEx--Coexpression(rank=549)","126","0.030490000000000000","Literature ChIP-seq,0.03049"
"TCF4","-0.691073227355727071","-0.691073227355727071","0.691073227355727071","Repressed","169","viper","169","0.691073227355727071",NA,NA,"5","ReMap--ChIP-seq(rank=36); Literature--ChIP-seq(rank=60); GTEx--Coexpression(rank=593); Enrichr--Queries(rank=744); ARCHS4--Coexpression(rank=1263)","475","0.121200000000000002","ReMap ChIP-seq,0.1212"
"NR4A1","-0.691056358615045219","-0.691056358615045219","0.691056358615045219","Repressed","170","viper","170","0.691056358615045219",NA,NA,"4","ReMap--ChIP-seq(rank=180); ARCHS4--Coexpression(rank=263); Enrichr--Queries(rank=450); GTEx--Coexpression(rank=459)","590","0.161500000000000005","ARCHS4 Coexpression,0.1615"
"FLI1","-0.683321831699631455","-0.683321831699631455","0.683321831699631455","Repressed","171","viper","171","0.683321831699631455",NA,NA,"6","Literature--ChIP-seq(rank=96); ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=141); GTEx--Coexpression(rank=344); ARCHS4--Coexpression(rank=760); Enrichr--Queries(rank=1351)","748","0.214100000000000013","GTEx Coexpression,0.2141"
"ZEB1","0.679622196394764844","0.679622196394764844","0.679622196394764844","Activated","172","viper","172","0.679622196394764844",NA,NA,"5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=317); ARCHS4--Coexpression(rank=554); Enrichr--Queries(rank=889)","701","0.197300000000000003","GTEx Coexpression,0.1973"
"JUNB","0.671436298786228902","0.671436298786228902","0.671436298786228902","Activated","173","viper","173","0.671436298786228902",NA,NA,"4","ReMap--ChIP-seq(rank=275); GTEx--Coexpression(rank=312); ARCHS4--Coexpression(rank=506); Enrichr--Queries(rank=750)","689","0.194200000000000012","GTEx Coexpression,0.1942"
"STAT3","0.668817532860555786","0.668817532860555786","0.668817532860555786","Activated","174","viper","174","0.668817532860555786",NA,NA,"6","Literature--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=307); Enrichr--Queries(rank=796); ARCHS4--Coexpression(rank=797)","148","0.036589999999999998","Literature ChIP-seq,0.03659"
"NFKB2","0.667860714074049011","0.667860714074049011","0.667860714074049011","Activated","175","viper","175","0.667860714074049011",NA,NA,"4","ReMap--ChIP-seq(rank=131); GTEx--Coexpression(rank=175); ARCHS4--Coexpression(rank=300); Enrichr--Queries(rank=530)","437","0.108899999999999997","GTEx Coexpression,0.1089"
"ERG","0.660206106501071144","0.660206106501071144","0.660206106501071144","Activated","176","viper","176","0.660206106501071144",NA,NA,"5","Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=247); GTEx--Coexpression(rank=260); ARCHS4--Coexpression(rank=383); Enrichr--Queries(rank=1069)","593","0.161799999999999999","GTEx Coexpression,0.1618"
"ELF5","-0.644669184875932055","-0.644669184875932055","0.644669184875932055","Repressed","177","viper","177","0.644669184875932055",NA,NA,"5","ARCHS4--Coexpression(rank=42); Literature--ChIP-seq(rank=130); Enrichr--Queries(rank=196); ReMap--ChIP-seq(rank=227); GTEx--Coexpression(rank=870)","105","0.025800000000000000","ARCHS4 Coexpression,0.0258"
"ZKSCAN1","-0.636249107720908036","-0.636249107720908036","0.636249107720908036","Repressed","178","viper","178","0.636249107720908036",NA,NA,"5","ARCHS4--Coexpression(rank=31); ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=447); Enrichr--Queries(rank=910)","77","0.019040000000000001","ARCHS4 Coexpression,0.01904"
"HIF1A","-0.622346327731534310","-0.622346327731534310","0.622346327731534310","Repressed","179","viper","179","0.622346327731534310",NA,NA,"5","Literature--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=170); ReMap--ChIP-seq(rank=196); GTEx--Coexpression(rank=327); Enrichr--Queries(rank=456)","421","0.104400000000000007","ARCHS4 Coexpression,0.1044"
"SOX9","-0.620264757569558234","-0.620264757569558234","0.620264757569558234","Repressed","180","viper","180","0.620264757569558234",NA,NA,"5","Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=60); Enrichr--Queries(rank=239); GTEx--Coexpression(rank=266)","150","0.036859999999999997","ARCHS4 Coexpression,0.03686"
"RELA","-0.617876023155424559","-0.617876023155424559","0.617876023155424559","Repressed","181","viper","181","0.617876023155424559",NA,NA,"6","Literature--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=239); GTEx--Coexpression(rank=529); Enrichr--Queries(rank=842); ARCHS4--Coexpression(rank=965)","495","0.128000000000000003","Literature ChIP-seq,0.128"
"HSF1","-0.616407403847093471","-0.616407403847093471","0.616407403847093471","Repressed","182","viper","182","0.616407403847093471",NA,NA,"5","Literature--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=177); ARCHS4--Coexpression(rank=1015); GTEx--Coexpression(rank=1484)","981","0.304900000000000004","Literature ChIP-seq,0.3049"
"SOX13","-0.616081052994407519","-0.616081052994407519","0.616081052994407519","Repressed","183","viper","183","0.616081052994407519",NA,NA,"4","ReMap--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=148); Enrichr--Queries(rank=242); GTEx--Coexpression(rank=406)","370","0.090910000000000005","ARCHS4 Coexpression,0.09091"
"CREB1","-0.615526670224595063","-0.615526670224595063","0.615526670224595063","Repressed","184","viper","184","0.615526670224595063",NA,NA,"6","ENCODE--ChIP-seq(rank=86); Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=260); Enrichr--Queries(rank=966); GTEx--Coexpression(rank=1019); ARCHS4--Coexpression(rank=1442)","1475","0.634099999999999997","GTEx Coexpression,0.6341"
"RFX2","-0.609236759347853263","-0.609236759347853263","0.609236759347853263","Repressed","185","viper","185","0.609236759347853263",NA,NA,"4","ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=825); ARCHS4--Coexpression(rank=904); GTEx--Coexpression(rank=1437)","1248","0.447799999999999976","ReMap ChIP-seq,0.4478"
"TEAD2","-0.603206883411701478","-0.603206883411701478","0.603206883411701478","Repressed","186","viper","186","0.603206883411701478",NA,NA,"4","ReMap--ChIP-seq(rank=77); GTEx--Coexpression(rank=121); Enrichr--Queries(rank=325); ARCHS4--Coexpression(rank=353)","309","0.075300000000000006","GTEx Coexpression,0.0753"
"GATA4","-0.602276684502920157","-0.602276684502920157","0.602276684502920157","Repressed","187","viper","187","0.602276684502920157",NA,NA,"5","ReMap--ChIP-seq(rank=47); Literature--ChIP-seq(rank=53); ARCHS4--Coexpression(rank=67); Enrichr--Queries(rank=505); GTEx--Coexpression(rank=912)","167","0.041149999999999999","ARCHS4 Coexpression,0.04115"
"ARNT","0.599376341499984644","0.599376341499984644","0.599376341499984644","Activated","188","viper","188","0.599376341499984644",NA,NA,"5","Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=149); GTEx--Coexpression(rank=435); ARCHS4--Coexpression(rank=896); Enrichr--Queries(rank=1027)","604","0.164599999999999996","Literature ChIP-seq,0.1646"
"STAT4","-0.596728565803521294","-0.596728565803521294","0.596728565803521294","Repressed","189","viper","189","0.596728565803521294",NA,NA,"4","Literature--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=805); GTEx--Coexpression(rank=1221); Enrichr--Queries(rank=1325)","1316","0.494499999999999995","ARCHS4 Coexpression,0.4945"
"ATF7","-0.573605741478101283","-0.573605741478101283","0.573605741478101283","Repressed","190","viper","190","0.573605741478101283",NA,NA,"4","ReMap--ChIP-seq(rank=160); GTEx--Coexpression(rank=280); ARCHS4--Coexpression(rank=1012); Enrichr--Queries(rank=1298)","632","0.174199999999999994","GTEx Coexpression,0.1742"
"PKNOX1","-0.573411954437998639","-0.573411954437998639","0.573411954437998639","Repressed","191","viper","191","0.573411954437998639",NA,NA,"4","ReMap--ChIP-seq(rank=76); Enrichr--Queries(rank=688); ARCHS4--Coexpression(rank=691); GTEx--Coexpression(rank=1121)","861","0.255900000000000016","ReMap ChIP-seq,0.2559"
"MYC","0.570496372921625250","0.570496372921625250","0.570496372921625250","Activated","192","viper","192","0.570496372921625250",NA,NA,"6","Literature--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=45); Enrichr--Queries(rank=156); ReMap--ChIP-seq(rank=241); ARCHS4--Coexpression(rank=1072); GTEx--Coexpression(rank=1074)","444","0.111100000000000004","Enrichr Queries,0.1111"
"BCL11A","-0.566997281508127449","-0.566997281508127449","0.566997281508127449","Repressed","193","viper","193","0.566997281508127449",NA,NA,"5","ENCODE--ChIP-seq(rank=60); GTEx--Coexpression(rank=101); ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=961); ARCHS4--Coexpression(rank=1466)","252","0.062850000000000003","GTEx Coexpression,0.06285"
"POU2F2","-0.550514273202895144","-0.550514273202895144","0.550514273202895144","Repressed","194","viper","194","0.550514273202895144",NA,NA,"5","ENCODE--ChIP-seq(rank=111); GTEx--Coexpression(rank=113); ReMap--ChIP-seq(rank=245); ARCHS4--Coexpression(rank=450); Enrichr--Queries(rank=1065)","287","0.070319999999999994","GTEx Coexpression,0.07032"
"NFE2L2","0.548707641575729377","0.548707641575729377","0.548707641575729377","Activated","195","viper","195","0.548707641575729377",NA,NA,"5","Literature--ChIP-seq(rank=16); GTEx--Coexpression(rank=28); ARCHS4--Coexpression(rank=53); ReMap--ChIP-seq(rank=142); Enrichr--Queries(rank=434)","73","0.017420000000000001","GTEx Coexpression,0.01742"
"SP2","0.543632277378550244","0.543632277378550244","0.543632277378550244","Activated","196","viper","196","0.543632277378550244",NA,NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=916); Enrichr--Queries(rank=1088); GTEx--Coexpression(rank=1295)","1405","0.562699999999999978","ARCHS4 Coexpression,0.5627"
"MNT","-0.534311772280409381","-0.534311772280409381","0.534311772280409381","Repressed","197","viper","197","0.534311772280409381",NA,NA,"4","ReMap--ChIP-seq(rank=75); Enrichr--Queries(rank=771); GTEx--Coexpression(rank=952); ARCHS4--Coexpression(rank=1061)","850","0.252500000000000002","ReMap ChIP-seq,0.2525"
"PAX5","-0.532353879856073520","-0.532353879856073520","0.532353879856073520","Repressed","198","viper","198","0.532353879856073520",NA,NA,"5","ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=110); GTEx--Coexpression(rank=122); ARCHS4--Coexpression(rank=153); Enrichr--Queries(rank=965)","312","0.075920000000000001","GTEx Coexpression,0.07592"
"FOXJ2","-0.532060587837671295","-0.532060587837671295","0.532060587837671295","Repressed","199","viper","199","0.532060587837671295",NA,NA,"4","ReMap--ChIP-seq(rank=243); ARCHS4--Coexpression(rank=521); GTEx--Coexpression(rank=745); Enrichr--Queries(rank=773)","1011","0.320000000000000007","ARCHS4 Coexpression,0.32"
"BCL6","0.529780796162804046","0.529780796162804046","0.529780796162804046","Activated","200","viper","200","0.529780796162804046",NA,NA,"5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=202); Enrichr--Queries(rank=449); ARCHS4--Coexpression(rank=557); GTEx--Coexpression(rank=843)","933","0.286600000000000021","Literature ChIP-seq,0.2866"
"REL","0.524649352256783774","0.524649352256783774","0.524649352256783774","Activated","201","viper","201","0.524649352256783774",NA,NA,"3","ARCHS4--Coexpression(rank=216); GTEx--Coexpression(rank=290); Enrichr--Queries(rank=409)","513","0.132700000000000012","ARCHS4 Coexpression,0.1327"
"ELK4","-0.519590094310776518","-0.519590094310776518","0.519590094310776518","Repressed","202","viper","202","0.519590094310776518",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=208); ARCHS4--Coexpression(rank=262); GTEx--Coexpression(rank=636); Enrichr--Queries(rank=1292)","589","0.160899999999999987","ARCHS4 Coexpression,0.1609"
"ETV1","0.514716662538956538","0.514716662538956538","0.514716662538956538","Activated","203","viper","203","0.514716662538956538",NA,NA,"4","Enrichr--Queries(rank=169); ReMap--ChIP-seq(rank=203); ARCHS4--Coexpression(rank=318); GTEx--Coexpression(rank=951)","472","0.120399999999999993","Enrichr Queries,0.1204"
"PAX8","-0.512138016844547850","-0.512138016844547850","0.512138016844547850","Repressed","204","viper","204","0.512138016844547850",NA,NA,"4","ARCHS4--Coexpression(rank=91); ReMap--ChIP-seq(rank=197); GTEx--Coexpression(rank=523); Enrichr--Queries(rank=696)","224","0.055899999999999998","ARCHS4 Coexpression,0.0559"
"GATA3","0.490732022280517322","0.490732022280517322","0.490732022280517322","Activated","205","viper","205","0.490732022280517322",NA,NA,"6","ENCODE--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=14); Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=127); GTEx--Coexpression(rank=204)","37","0.008600000000000000","ARCHS4 Coexpression,0.0086"
"MEIS1","0.488845353277066796","0.488845353277066796","0.488845353277066796","Activated","206","viper","206","0.488845353277066796",NA,NA,"5","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=561); ARCHS4--Coexpression(rank=868); GTEx--Coexpression(rank=1088)","1095","0.359800000000000009","Literature ChIP-seq,0.3598"
"NFKB1","-0.488587061065277717","-0.488587061065277717","0.488587061065277717","Repressed","207","viper","207","0.488587061065277717",NA,NA,"4","ARCHS4--Coexpression(rank=110); ReMap--ChIP-seq(rank=225); GTEx--Coexpression(rank=526); Enrichr--Queries(rank=621)","274","0.067570000000000005","ARCHS4 Coexpression,0.06757"
"MITF","-0.487950747315393785","-0.487950747315393785","0.487950747315393785","Repressed","208","viper","208","0.487950747315393785",NA,NA,"5","Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=165); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=622); ARCHS4--Coexpression(rank=717)","692","0.195099999999999996","Literature ChIP-seq,0.1951"
"RELB","-0.474471030007596106","-0.474471030007596106","0.474471030007596106","Repressed","209","viper","209","0.474471030007596106",NA,NA,"4","ReMap--ChIP-seq(rank=54); GTEx--Coexpression(rank=211); ARCHS4--Coexpression(rank=228); Enrichr--Queries(rank=336)","507","0.131300000000000000","GTEx Coexpression,0.1313"
"ATF3","-0.467322391521465319","-0.467322391521465319","0.467322391521465319","Repressed","210","viper","210","0.467322391521465319",NA,NA,"6","Literature--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=89); ReMap--ChIP-seq(rank=97); ENCODE--ChIP-seq(rank=114); Enrichr--Queries(rank=346); GTEx--Coexpression(rank=576)","217","0.054670000000000003","ARCHS4 Coexpression,0.05467"
"RARA","-0.463629938797429308","-0.463629938797429308","0.463629938797429308","Repressed","211","viper","211","0.463629938797429308",NA,NA,"5","Literature--ChIP-seq(rank=156); ReMap--ChIP-seq(rank=198); Enrichr--Queries(rank=666); ARCHS4--Coexpression(rank=777); GTEx--Coexpression(rank=974)","1287","0.474399999999999988","Enrichr Queries,0.4744"
"JUN","0.457419428780808268","0.457419428780808268","0.457419428780808268","Activated","212","viper","212","0.457419428780808268",NA,NA,"6","ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=62); Enrichr--Queries(rank=374); ARCHS4--Coexpression(rank=394); GTEx--Coexpression(rank=1021)","314","0.076270000000000004","ENCODE ChIP-seq,0.07627"
"MYB","-0.450648460410244756","-0.450648460410244756","0.450648460410244756","Repressed","213","viper","213","0.450648460410244756",NA,NA,"6","Enrichr--Queries(rank=17); Literature--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=97); GTEx--Coexpression(rank=139); ARCHS4--Coexpression(rank=140); ReMap--ChIP-seq(rank=240)","51","0.012109999999999999","Enrichr Queries,0.01211"
"POU5F1","0.445600029027632571","0.445600029027632571","0.445600029027632571","Activated","214","viper","214","0.445600029027632571",NA,NA,"5","Literature--ChIP-seq(rank=23); GTEx--Coexpression(rank=27); ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=294); Enrichr--Queries(rank=602)","69","0.016799999999999999","GTEx Coexpression,0.0168"
"BHLHE22","0.433076210049787469","0.433076210049787469","0.433076210049787469","Activated","215","viper","215","0.433076210049787469",NA,NA,"3","ReMap--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=524); GTEx--Coexpression(rank=1304)","1013","0.321900000000000019","ARCHS4 Coexpression,0.3219"
"NFATC1","0.430606507217929479","0.430606507217929479","0.430606507217929479","Activated","216","viper","216","0.430606507217929479",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ARCHS4--Coexpression(rank=157); ReMap--ChIP-seq(rank=280); Enrichr--Queries(rank=741); GTEx--Coexpression(rank=1190)","393","0.096439999999999998","ARCHS4 Coexpression,0.09644"
"CTCFL","0.429454660431064172","0.429454660431064172","0.429454660431064172","Activated","217","viper","217","0.429454660431064172",NA,NA,"5","ENCODE--ChIP-seq(rank=16); Enrichr--Queries(rank=154); ReMap--ChIP-seq(rank=271); ARCHS4--Coexpression(rank=499); GTEx--Coexpression(rank=1467)","439","0.109700000000000006","Enrichr Queries,0.1097"
"ATF6","-0.428390518362783634","-0.428390518362783634","0.428390518362783634","Repressed","218","viper","218","0.428390518362783634",NA,NA,"3","Enrichr--Queries(rank=551); GTEx--Coexpression(rank=717); ARCHS4--Coexpression(rank=767)","1166","0.392500000000000016","Enrichr Queries,0.3925"
"RUNX3","0.407724524053317106","0.407724524053317106","0.407724524053317106","Activated","219","viper","219","0.407724524053317106",NA,NA,"5","ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=92); ARCHS4--Coexpression(rank=301); GTEx--Coexpression(rank=309); Enrichr--Queries(rank=1105)","668","0.184900000000000009","ARCHS4 Coexpression,0.1849"
"ONECUT1","0.393746123145195248","0.393746123145195248","0.393746123145195248","Activated","220","viper","220","0.393746123145195248",NA,NA,"4","ReMap--ChIP-seq(rank=218); Enrichr--Queries(rank=361); GTEx--Coexpression(rank=740); ARCHS4--Coexpression(rank=786)","865","0.257099999999999995","Enrichr Queries,0.2571"
"PAX6","0.390636055847285890","0.390636055847285890","0.390636055847285890","Activated","221","viper","221","0.390636055847285890",NA,NA,"5","Literature--ChIP-seq(rank=114); Enrichr--Queries(rank=185); ReMap--ChIP-seq(rank=251); ARCHS4--Coexpression(rank=539); GTEx--Coexpression(rank=1005)","510","0.131800000000000000","Enrichr Queries,0.1318"
"ZNF143","0.377165905794652534","0.377165905794652534","0.377165905794652534","Activated","222","viper","222","0.377165905794652534",NA,NA,"5","ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=228); ARCHS4--Coexpression(rank=1233); GTEx--Coexpression(rank=1338)","595","0.162399999999999989","Enrichr Queries,0.1624"
"STAT6","-0.357447646903578442","-0.357447646903578442","0.357447646903578442","Repressed","223","viper","223","0.357447646903578442",NA,NA,"4","Literature--ChIP-seq(rank=115); GTEx--Coexpression(rank=610); ARCHS4--Coexpression(rank=634); Enrichr--Queries(rank=759)","1139","0.379599999999999993","GTEx Coexpression,0.3796"
"SRF","0.353116017995380560","0.353116017995380560","0.353116017995380560","Activated","224","viper","224","0.353116017995380560",NA,NA,"6","ENCODE--ChIP-seq(rank=85); Literature--ChIP-seq(rank=146); ReMap--ChIP-seq(rank=295); GTEx--Coexpression(rank=560); Enrichr--Queries(rank=751); ARCHS4--Coexpression(rank=1188)","1071","0.348499999999999921","GTEx Coexpression,0.3485"
"REST","0.349719397563488521","0.349719397563488521","0.349719397563488521","Activated","225","viper","225","0.349719397563488521",NA,NA,"6","ENCODE--ChIP-seq(rank=64); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=273); GTEx--Coexpression(rank=742); Enrichr--Queries(rank=953); ARCHS4--Coexpression(rank=1219)","1270","0.461699999999999999","GTEx Coexpression,0.4617"
"GLI2","0.336123532651961154","0.336123532651961154","0.336123532651961154","Activated","226","viper","226","0.336123532651961154",NA,NA,"3","GTEx--Coexpression(rank=264); ARCHS4--Coexpression(rank=349); Enrichr--Queries(rank=560)","601","0.164300000000000002","GTEx Coexpression,0.1643"
"SOX11","0.327500204003748685","0.327500204003748685","0.327500204003748685","Activated","227","viper","227","0.327500204003748685",NA,NA,"5","Literature--ChIP-seq(rank=128); ReMap--ChIP-seq(rank=162); Enrichr--Queries(rank=435); ARCHS4--Coexpression(rank=1252); GTEx--Coexpression(rank=1352)","994","0.309800000000000020","Enrichr Queries,0.3098"
"RUNX2","0.318624914319523223","0.318624914319523223","0.318624914319523223","Activated","228","viper","228","0.318624914319523223",NA,NA,"5","Literature--ChIP-seq(rank=52); ARCHS4--Coexpression(rank=244); ReMap--ChIP-seq(rank=264); GTEx--Coexpression(rank=506); Enrichr--Queries(rank=661)","556","0.149900000000000005","ARCHS4 Coexpression,0.1499"
"ZNF274","-0.298402584338507249","-0.298402584338507249","0.298402584338507249","Repressed","229","viper","229","0.298402584338507249",NA,NA,"6","ReMap--ChIP-seq(rank=57); ENCODE--ChIP-seq(rank=112); Literature--ChIP-seq(rank=138); Enrichr--Queries(rank=142); ARCHS4--Coexpression(rank=1046); GTEx--Coexpression(rank=1151)","410","0.101099999999999995","Enrichr Queries,0.1011"
"ETS2","-0.289113442996246528","-0.289113442996246528","0.289113442996246528","Repressed","230","viper","230","0.289113442996246528",NA,NA,"4","ARCHS4--Coexpression(rank=48); Literature--ChIP-seq(rank=101); GTEx--Coexpression(rank=180); Enrichr--Queries(rank=593)","121","0.029479999999999999","ARCHS4 Coexpression,0.02948"
"ASCL1","0.281755123067884361","0.281755123067884361","0.281755123067884361","Activated","231","viper","231","0.281755123067884361",NA,NA,"4","ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=709); GTEx--Coexpression(rank=800); ARCHS4--Coexpression(rank=913)","125","0.030300000000000001","ReMap ChIP-seq,0.0303"
"PROX1","0.278480576007277658","0.278480576007277658","0.278480576007277658","Activated","232","viper","232","0.278480576007277658",NA,NA,"4","ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=320); ARCHS4--Coexpression(rank=423); GTEx--Coexpression(rank=973)","508","0.131300000000000000","ReMap ChIP-seq,0.1313"
"SMAD5","0.275074720090312030","0.275074720090312030","0.275074720090312030","Activated","233","viper","233","0.275074720090312030",NA,NA,"4","ReMap--ChIP-seq(rank=292); ARCHS4--Coexpression(rank=487); GTEx--Coexpression(rank=583); Enrichr--Queries(rank=1259)","966","0.299099999999999921","ARCHS4 Coexpression,0.2991"
"ZNF217","0.274489804738638599","0.274489804738638599","0.274489804738638599","Activated","234","viper","234","0.274489804738638599",NA,NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=221); ARCHS4--Coexpression(rank=458); GTEx--Coexpression(rank=1091)","35","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"ZBTB11","0.254830831423934201","0.254830831423934201","0.254830831423934201","Activated","235","viper","235","0.254830831423934201",NA,NA,"4","ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=1198); GTEx--Coexpression(rank=1316); ARCHS4--Coexpression(rank=1386)","1568","0.771000000000000019","ReMap ChIP-seq,0.771"
"TCF7L2","-0.246436473542530593","-0.246436473542530593","0.246436473542530593","Repressed","236","viper","236","0.246436473542530593",NA,NA,"6","ENCODE--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=86); Literature--ChIP-seq(rank=125); GTEx--Coexpression(rank=392); ARCHS4--Coexpression(rank=705); Enrichr--Queries(rank=803)","822","0.243900000000000006","GTEx Coexpression,0.2439"
